瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2017-04-14 16:00,0
192,柳林,2017-04-15 03:00,0
192,柳林,2017-04-15 04:00,0
192,柳林,2017-04-17 06:00,.1
192,柳林,2017-04-17 07:00,.1
192,柳林,2017-04-17 08:00,7.4
192,柳林,2017-04-17 09:00,4.5
192,柳林,2017-04-17 10:00,1.3
192,柳林,2017-04-17 11:00,1.7
192,柳林,2017-04-17 12:00,0
192,柳林,2017-04-17 13:00,.5
192,柳林,2017-04-17 14:00,.1
192,柳林,2017-04-17 15:00,.3
192,柳林,2017-04-17 16:00,.4
192,柳林,2017-04-17 17:00,.1
192,柳林,2017-04-18 18:00,0
192,柳林,2017-04-18 19:00,0
192,柳林,2017-04-20 19:00,0
192,柳林,2017-04-20 20:00,.2
192,柳林,2017-04-20 21:00,0
192,柳林,2017-04-22 16:00,0
192,柳林,2017-04-22 18:00,0
192,柳林,2017-04-26 00:00,.1
192,柳林,2017-04-26 01:00,0
192,柳林,2017-04-26 02:00,.4
192,柳林,2017-04-26 03:00,0
192,柳林,2017-04-26 04:00,.1
192,柳林,2017-04-26 05:00,0
192,柳林,2017-04-26 06:00,.3
192,柳林,2017-04-26 07:00,.1
192,柳林,2017-04-26 08:00,.2
192,柳林,2017-04-26 09:00,.2
192,柳林,2017-04-26 10:00,.4
192,柳林,2017-04-26 11:00,0
192,柳林,2017-05-04 22:00,.3
192,柳林,2017-05-04 23:00,.3
192,柳林,2017-05-05 00:00,0
192,柳林,2017-05-05 03:00,.1
192,柳林,2017-05-05 04:00,0
192,柳林,2017-05-05 05:00,.1
192,柳林,2017-05-05 06:00,0
192,柳林,2017-05-05 12:00,0
192,柳林,2017-05-05 13:00,0
192,柳林,2017-05-05 15:00,0
192,柳林,2017-05-05 16:00,.7
192,柳林,2017-05-05 17:00,.2
192,柳林,2017-05-05 18:00,1.7
192,柳林,2017-05-05 19:00,1
192,柳林,2017-05-05 20:00,.1
192,柳林,2017-05-05 21:00,.1
192,柳林,2017-05-09 02:00,0
192,柳林,2017-05-09 03:00,0
192,柳林,2017-05-09 04:00,.5
192,柳林,2017-05-09 05:00,.4
192,柳林,2017-05-09 06:00,1
192,柳林,2017-05-09 07:00,1.2
192,柳林,2017-05-09 08:00,1.9
192,柳林,2017-05-09 09:00,2.2
192,柳林,2017-05-09 10:00,3.5
192,柳林,2017-05-09 11:00,1.3
192,柳林,2017-05-09 12:00,1.3
192,柳林,2017-05-09 13:00,1
192,柳林,2017-05-09 17:00,8.1
192,柳林,2017-05-09 18:00,2.1
192,柳林,2017-05-09 19:00,.5
192,柳林,2017-05-09 20:00,.3
192,柳林,2017-05-09 21:00,0
192,柳林,2017-05-09 22:00,0
192,柳林,2017-05-10 04:00,.1
192,柳林,2017-05-12 10:00,.2
192,柳林,2017-05-12 11:00,1.6
192,柳林,2017-05-12 12:00,2.5
192,柳林,2017-05-12 13:00,2.3
192,柳林,2017-05-12 14:00,.7
192,柳林,2017-05-12 15:00,.8
192,柳林,2017-05-12 16:00,.9
192,柳林,2017-05-12 17:00,.1
192,柳林,2017-05-12 18:00,0
192,柳林,2017-05-24 21:00,1.8
192,柳林,2017-05-24 22:00,2.1
192,柳林,2017-05-24 23:00,0
192,柳林,2017-05-31 20:00,0
192,柳林,2017-05-31 21:00,.2
192,柳林,2017-05-31 22:00,.3
192,柳林,2017-05-31 23:00,.3
192,柳林,2017-06-03 04:00,0
192,柳林,2017-06-06 14:00,0
192,柳林,2017-06-06 15:00,0
192,柳林,2017-06-06 16:00,1.4
192,柳林,2017-06-06 17:00,1.1
192,柳林,2017-06-06 18:00,.3
192,柳林,2017-06-06 19:00,.5
192,柳林,2017-06-06 20:00,1.5
192,柳林,2017-06-06 21:00,.8
192,柳林,2017-06-06 22:00,1.1
192,柳林,2017-06-06 23:00,2.3
192,柳林,2017-06-07 00:00,1.7
192,柳林,2017-06-07 01:00,1.4
192,柳林,2017-06-07 02:00,1.8
192,柳林,2017-06-07 03:00,1.9
192,柳林,2017-06-07 04:00,2.5
192,柳林,2017-06-07 05:00,2.4
192,柳林,2017-06-07 06:00,1.5
192,柳林,2017-06-07 07:00,1.1
192,柳林,2017-06-11 06:00,.3
192,柳林,2017-06-11 07:00,2
192,柳林,2017-06-13 19:00,0
192,柳林,2017-06-13 21:00,.1
192,柳林,2017-06-13 22:00,0
192,柳林,2017-06-13 23:00,.2
192,柳林,2017-06-20 17:00,0
192,柳林,2017-06-20 18:00,.8
192,柳林,2017-06-20 19:00,2.5
192,柳林,2017-06-20 20:00,4.2
192,柳林,2017-06-20 21:00,1.8
192,柳林,2017-06-20 22:00,.4
192,柳林,2017-06-20 23:00,.5
192,柳林,2017-06-21 00:00,.1
192,柳林,2017-06-26 00:00,.5
192,柳林,2017-06-26 01:00,.8
192,柳林,2017-06-26 02:00,.3
192,柳林,2017-06-26 14:00,1.2
192,柳林,2017-06-26 15:00,.1
192,柳林,2017-06-26 16:00,.2
192,柳林,2017-06-26 17:00,7.8
192,柳林,2017-06-26 18:00,.1
192,柳林,2017-06-27 08:00,0
192,柳林,2017-06-29 13:00,0
192,柳林,2017-06-29 14:00,0
192,柳林,2017-06-29 18:00,0
192,柳林,2017-06-29 19:00,.4
192,柳林,2017-06-29 20:00,2
192,柳林,2017-06-29 21:00,2.2
192,柳林,2017-06-29 22:00,.2
192,柳林,2017-06-29 23:00,0
192,柳林,2017-06-30 22:00,0
192,柳林,2017-07-02 06:00,0
192,柳林,2017-07-02 11:00,1.2
192,柳林,2017-07-02 12:00,.1
192,柳林,2017-07-02 13:00,0
192,柳林,2017-07-02 16:00,0
192,柳林,2017-07-02 17:00,.1
192,柳林,2017-07-03 03:00,0
192,柳林,2017-07-03 14:00,.3
192,柳林,2017-07-03 15:00,0
192,柳林,2017-07-03 17:00,0
192,柳林,2017-07-03 18:00,0
192,柳林,2017-07-03 21:00,0
192,柳林,2017-07-03 22:00,0
192,柳林,2017-07-04 05:00,.8
192,柳林,2017-07-04 06:00,0
192,柳林,2017-07-04 07:00,.1
192,柳林,2017-07-04 08:00,.9
192,柳林,2017-07-04 09:00,0
192,柳林,2017-07-04 16:00,0
192,柳林,2017-07-04 18:00,.1
192,柳林,2017-07-05 00:00,0
192,柳林,2017-07-05 01:00,.4
192,柳林,2017-07-05 02:00,7.7
192,柳林,2017-07-05 03:00,6.1
192,柳林,2017-07-05 04:00,1
192,柳林,2017-07-05 05:00,1.4
192,柳林,2017-07-05 06:00,1
192,柳林,2017-07-05 07:00,0
192,柳林,2017-07-06 15:00,0
192,柳林,2017-07-06 16:00,0
192,柳林,2017-07-06 17:00,2.2
192,柳林,2017-07-06 18:00,2.9
192,柳林,2017-07-06 19:00,.1
192,柳林,2017-07-06 20:00,0
192,柳林,2017-07-07 05:00,0
192,柳林,2017-07-07 06:00,.2
192,柳林,2017-07-07 07:00,0
192,柳林,2017-07-07 08:00,0
192,柳林,2017-07-07 09:00,0
192,柳林,2017-07-07 10:00,0
192,柳林,2017-07-07 11:00,0
192,柳林,2017-07-07 12:00,.1
192,柳林,2017-07-08 05:00,0
192,柳林,2017-07-08 09:00,0
192,柳林,2017-07-08 10:00,1.6
192,柳林,2017-07-08 11:00,1.9
192,柳林,2017-07-08 12:00,.3
192,柳林,2017-07-08 17:00,.7
192,柳林,2017-07-08 18:00,.2
192,柳林,2017-07-08 19:00,1.7
192,柳林,2017-07-08 20:00,.1
192,柳林,2017-07-08 21:00,.1
192,柳林,2017-07-08 22:00,.5
192,柳林,2017-07-08 23:00,0
192,柳林,2017-07-10 15:00,0
192,柳林,2017-07-10 16:00,0
192,柳林,2017-07-10 17:00,0
192,柳林,2017-07-10 22:00,0
192,柳林,2017-07-10 23:00,0
192,柳林,2017-07-11 01:00,0
192,柳林,2017-07-11 02:00,0
192,柳林,2017-07-14 09:00,0
192,柳林,2017-07-14 10:00,0
192,柳林,2017-07-14 19:00,0
192,柳林,2017-07-14 20:00,0
192,柳林,2017-07-15 14:00,0
192,柳林,2017-07-17 18:00,4
192,柳林,2017-07-17 19:00,0
192,柳林,2017-07-17 20:00,0
192,柳林,2017-07-17 21:00,.2
192,柳林,2017-07-17 22:00,.1
192,柳林,2017-07-17 23:00,.1
192,柳林,2017-07-18 00:00,.4
192,柳林,2017-07-18 01:00,1
192,柳林,2017-07-18 02:00,.3
192,柳林,2017-07-18 03:00,.6
192,柳林,2017-07-18 04:00,0
192,柳林,2017-07-24 15:00,0
192,柳林,2017-07-24 16:00,.1
192,柳林,2017-07-25 10:00,0
192,柳林,2017-07-25 11:00,.2
192,柳林,2017-07-25 12:00,0
192,柳林,2017-07-25 17:00,.7
192,柳林,2017-07-25 18:00,12.3
192,柳林,2017-07-25 19:00,4
192,柳林,2017-07-31 06:00,0
192,柳林,2017-07-31 08:00,0
192,柳林,2017-07-31 09:00,0
192,柳林,2017-07-31 10:00,0
192,柳林,2017-07-31 11:00,0
192,柳林,2017-07-31 17:00,4.2
192,柳林,2017-07-31 18:00,21
192,柳林,2017-07-31 19:00,.5
192,柳林,2017-07-31 20:00,11.1
192,柳林,2017-07-31 21:00,1.4
192,柳林,2017-08-08 22:00,0
192,柳林,2017-08-09 00:00,0
192,柳林,2017-08-09 05:00,0
192,柳林,2017-08-09 06:00,0
192,柳林,2017-08-09 09:00,.2
192,柳林,2017-08-09 10:00,0
192,柳林,2017-08-09 11:00,0
192,柳林,2017-08-09 12:00,0
192,柳林,2017-08-09 17:00,0
192,柳林,2017-08-11 16:00,1.1
192,柳林,2017-08-11 17:00,26.6
192,柳林,2017-08-11 18:00,1.1
192,柳林,2017-08-11 19:00,0
192,柳林,2017-08-11 21:00,0
192,柳林,2017-08-12 23:00,0
192,柳林,2017-08-13 12:00,0
192,柳林,2017-08-13 15:00,0
192,柳林,2017-08-13 16:00,0
192,柳林,2017-08-13 19:00,0
192,柳林,2017-08-13 20:00,.6
192,柳林,2017-08-13 21:00,.4
192,柳林,2017-08-13 22:00,0
192,柳林,2017-08-13 23:00,0
192,柳林,2017-08-14 00:00,.6
192,柳林,2017-08-14 01:00,0
192,柳林,2017-08-14 02:00,.1
192,柳林,2017-08-14 03:00,.2
192,柳林,2017-08-14 04:00,.1
192,柳林,2017-08-14 05:00,.4
192,柳林,2017-08-14 06:00,1.1
192,柳林,2017-08-14 07:00,7
192,柳林,2017-08-14 08:00,4.3
192,柳林,2017-08-14 09:00,6.8
192,柳林,2017-08-14 10:00,10.1
192,柳林,2017-08-14 11:00,5.1
192,柳林,2017-08-14 12:00,.8
192,柳林,2017-08-14 13:00,3
192,柳林,2017-08-14 14:00,1.4
192,柳林,2017-08-14 15:00,.1
192,柳林,2017-08-14 17:00,.8
192,柳林,2017-08-14 18:00,.1
192,柳林,2017-08-14 19:00,.1
192,柳林,2017-08-14 20:00,.8
192,柳林,2017-08-14 21:00,1.9
192,柳林,2017-08-14 22:00,2.6
192,柳林,2017-08-14 23:00,1.6
192,柳林,2017-08-15 00:00,.1
192,柳林,2017-08-15 01:00,1.6
192,柳林,2017-08-15 03:00,0
192,柳林,2017-08-15 08:00,.3
192,柳林,2017-08-15 09:00,.9
192,柳林,2017-08-15 10:00,1.9
192,柳林,2017-08-15 11:00,1
192,柳林,2017-08-15 12:00,0
192,柳林,2017-08-15 13:00,0
192,柳林,2017-08-15 16:00,0
192,柳林,2017-08-15 17:00,0
192,柳林,2017-08-15 21:00,0
192,柳林,2017-08-15 22:00,0
192,柳林,2017-08-16 04:00,.8
192,柳林,2017-08-16 05:00,0
192,柳林,2017-08-16 06:00,0
192,柳林,2017-08-17 23:00,0
192,柳林,2017-08-18 00:00,.8
192,柳林,2017-08-18 12:00,0
192,柳林,2017-08-19 00:00,0
192,柳林,2017-08-19 01:00,0
192,柳林,2017-08-19 13:00,12.8
192,柳林,2017-08-19 14:00,0
192,柳林,2017-08-19 17:00,0
192,柳林,2017-08-20 03:00,0
192,柳林,2017-08-20 04:00,1.5
192,柳林,2017-08-20 05:00,1
192,柳林,2017-08-20 06:00,0
192,柳林,2017-08-20 09:00,.1
192,柳林,2017-08-20 10:00,.3
192,柳林,2017-08-20 15:00,4.8
192,柳林,2017-08-20 16:00,3.4
192,柳林,2017-08-20 17:00,0
192,柳林,2017-08-20 18:00,0
192,柳林,2017-08-20 19:00,1.9
192,柳林,2017-08-20 20:00,.1
192,柳林,2017-08-20 21:00,4.8
192,柳林,2017-08-20 22:00,0
192,柳林,2017-08-21 00:00,8.3
192,柳林,2017-08-21 01:00,.1
192,柳林,2017-08-21 05:00,.3
192,柳林,2017-08-21 06:00,.3
192,柳林,2017-08-21 07:00,2.9
192,柳林,2017-08-21 08:00,0
192,柳林,2017-08-21 09:00,.5
192,柳林,2017-08-21 10:00,.2
192,柳林,2017-08-21 11:00,0
192,柳林,2017-08-21 12:00,2.8
192,柳林,2017-08-21 14:00,0
192,柳林,2017-08-21 20:00,.6
192,柳林,2017-08-21 21:00,5
192,柳林,2017-08-21 22:00,5.6
192,柳林,2017-08-21 23:00,1.6
192,柳林,2017-08-22 00:00,.3
192,柳林,2017-08-22 01:00,.8
192,柳林,2017-08-22 02:00,.2
192,柳林,2017-08-22 03:00,.1
192,柳林,2017-08-22 05:00,.1
192,柳林,2017-08-22 11:00,0
192,柳林,2017-08-22 12:00,6.9
192,柳林,2017-08-22 13:00,0
192,柳林,2017-08-22 15:00,0
192,柳林,2017-08-23 00:00,0
192,柳林,2017-08-23 01:00,2.4
192,柳林,2017-08-23 02:00,8.8
192,柳林,2017-08-23 03:00,.2
192,柳林,2017-08-23 07:00,.2
192,柳林,2017-08-23 08:00,0
192,柳林,2017-08-23 23:00,0
192,柳林,2017-08-24 00:00,0
192,柳林,2017-08-24 11:00,0
192,柳林,2017-08-24 13:00,0
192,柳林,2017-08-24 16:00,.3
192,柳林,2017-08-25 07:00,0
192,柳林,2017-08-25 08:00,.4
192,柳林,2017-08-25 09:00,.4
192,柳林,2017-08-25 10:00,0
192,柳林,2017-08-29 04:00,0
192,柳林,2017-08-29 05:00,0
192,柳林,2017-09-05 18:00,0
192,柳林,2017-09-05 21:00,.1
192,柳林,2017-09-05 22:00,0
192,柳林,2017-09-05 23:00,.5
192,柳林,2017-09-06 00:00,.1
192,柳林,2017-09-06 01:00,0
192,柳林,2017-09-06 02:00,.1
192,柳林,2017-09-06 03:00,.5
192,柳林,2017-09-06 04:00,.1
192,柳林,2017-09-06 05:00,0
192,柳林,2017-09-06 06:00,0
192,柳林,2017-09-06 07:00,.1
192,柳林,2017-09-06 11:00,0
192,柳林,2017-09-06 16:00,1.4
192,柳林,2017-09-06 17:00,1.1
192,柳林,2017-09-06 18:00,3.4
192,柳林,2017-09-06 19:00,8.1
192,柳林,2017-09-06 20:00,1.7
192,柳林,2017-09-06 21:00,5.4
192,柳林,2017-09-06 22:00,3
192,柳林,2017-09-06 23:00,2.8
192,柳林,2017-09-07 00:00,4.6
192,柳林,2017-09-07 01:00,.1
192,柳林,2017-09-07 02:00,0
192,柳林,2017-09-07 03:00,0
192,柳林,2017-09-07 04:00,.5
192,柳林,2017-09-07 05:00,0
192,柳林,2017-09-07 07:00,.2
192,柳林,2017-09-07 08:00,.1
192,柳林,2017-09-07 09:00,.1
192,柳林,2017-09-11 02:00,1.4
192,柳林,2017-09-11 03:00,4.6
192,柳林,2017-09-11 04:00,9.6
192,柳林,2017-09-11 05:00,11.9
192,柳林,2017-09-11 06:00,13.4
192,柳林,2017-09-11 07:00,1.9
192,柳林,2017-09-11 08:00,4.4
192,柳林,2017-09-11 09:00,3.8
192,柳林,2017-09-11 10:00,9.3
192,柳林,2017-09-11 11:00,11.2
192,柳林,2017-09-11 12:00,1.4
192,柳林,2017-09-11 13:00,1.5
192,柳林,2017-09-11 16:00,0
192,柳林,2017-09-27 02:00,.1
192,柳林,2017-09-27 03:00,.6
192,柳林,2017-09-27 04:00,.3
192,柳林,2017-09-27 05:00,1.5
192,柳林,2017-09-27 06:00,1
192,柳林,2017-09-27 07:00,.3
192,柳林,2017-09-27 08:00,0
192,柳林,2017-09-27 09:00,.9
192,柳林,2017-09-27 10:00,1.2
192,柳林,2017-09-27 11:00,.7
192,柳林,2017-09-27 12:00,1.1
192,柳林,2017-09-27 13:00,.4
192,柳林,2017-09-27 14:00,.1
192,柳林,2017-10-01 12:00,0
192,柳林,2017-10-01 13:00,0
192,柳林,2017-10-01 14:00,0
192,柳林,2017-10-01 15:00,.2
192,柳林,2017-10-01 16:00,.3
192,柳林,2017-10-01 17:00,2.8
192,柳林,2017-10-01 18:00,1.1
192,柳林,2017-10-01 19:00,.9
192,柳林,2017-10-01 20:00,2.4
192,柳林,2017-10-01 21:00,3.1
192,柳林,2017-10-01 22:00,2.9
192,柳林,2017-10-01 23:00,5.9
192,柳林,2017-10-02 00:00,5.7
192,柳林,2017-10-02 01:00,5.6
192,柳林,2017-10-02 02:00,19.1
192,柳林,2017-10-02 03:00,7.7
192,柳林,2017-10-02 04:00,.9
192,柳林,2017-10-02 05:00,.5
192,柳林,2017-10-02 06:00,.6
192,柳林,2017-10-02 07:00,2.1
192,柳林,2017-10-02 08:00,.9
192,柳林,2017-10-02 09:00,0
192,柳林,2017-10-03 21:00,10.2
192,柳林,2017-10-03 22:00,.3
192,柳林,2017-10-03 23:00,.3
192,柳林,2017-10-04 00:00,0
192,柳林,2017-10-05 19:00,0
192,柳林,2017-10-05 20:00,.7
192,柳林,2017-10-05 21:00,.4
192,柳林,2017-10-05 22:00,.5
192,柳林,2017-10-05 23:00,.7
192,柳林,2017-10-06 00:00,.6
192,柳林,2017-10-06 01:00,.1
192,柳林,2017-10-06 02:00,.3
192,柳林,2017-10-06 03:00,.5
192,柳林,2017-10-06 04:00,.5
192,柳林,2017-10-06 05:00,.7
192,柳林,2017-10-06 06:00,.5
192,柳林,2017-10-06 07:00,1.1
192,柳林,2017-10-06 08:00,.2
192,柳林,2017-10-06 09:00,.5
192,柳林,2017-10-06 10:00,.7
192,柳林,2017-10-06 11:00,1
192,柳林,2017-10-06 12:00,1.2
192,柳林,2017-10-06 13:00,.4
192,柳林,2017-10-06 14:00,.1
192,柳林,2017-10-07 03:00,0
192,柳林,2017-10-12 08:00,0
192,柳林,2017-10-12 09:00,0
192,柳林,2017-10-12 10:00,0
192,柳林,2017-10-12 11:00,0
192,柳林,2017-10-12 12:00,0
192,柳林,2017-10-12 13:00,.7
192,柳林,2017-10-12 14:00,.6
192,柳林,2017-10-12 15:00,1.4
192,柳林,2017-10-12 16:00,2.5
192,柳林,2017-10-12 17:00,2.8
192,柳林,2017-10-12 18:00,1.8
192,柳林,2017-10-12 19:00,3.4
192,柳林,2017-10-12 20:00,2.8
192,柳林,2017-10-12 21:00,2.1
192,柳林,2017-10-12 22:00,.5
192,柳林,2017-10-12 23:00,0
192,柳林,2017-10-15 04:00,0
192,柳林,2017-10-15 05:00,1
192,柳林,2017-10-15 06:00,.9
192,柳林,2017-10-15 07:00,.2
192,柳林,2017-10-15 08:00,0
192,柳林,2017-10-15 10:00,0
192,柳林,2017-10-15 11:00,0
192,柳林,2017-10-15 12:00,.2
192,柳林,2017-10-15 13:00,0
192,柳林,2017-10-15 15:00,0
192,柳林,2017-10-15 17:00,0
192,柳林,2017-10-15 18:00,0
192,柳林,2017-10-15 19:00,.5
192,柳林,2017-10-15 20:00,0
192,柳林,2017-10-15 21:00,0
192,柳林,2017-10-15 22:00,0
192,柳林,2017-10-15 23:00,0
192,柳林,2017-10-18 11:00,0
192,柳林,2017-10-18 15:00,0
192,柳林,2017-10-18 16:00,0
192,柳林,2017-10-18 17:00,0
192,柳林,2017-10-18 22:00,0
192,柳林,2017-10-18 23:00,0
192,柳林,2017-10-24 12:00,.1
192,柳林,2017-10-24 13:00,0
192,柳林,2017-11-23 15:00,0
192,柳林,2017-12-07 18:00,0
192,柳林,2017-12-10 09:00,0
192,柳林,2017-12-10 12:00,1.2
192,柳林,2017-12-19 00:00,0
192,柳林,2017-12-24 09:00,1.7
192,柳林,2017-12-24 12:00,11.1
192,柳林,2017-12-24 15:00,0
192,柳林,2017-12-31 03:00,0
