瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2021-07-05 09:00,.2
192,柳林,2021-07-05 10:00,.8
192,柳林,2021-07-05 11:00,1.7
192,柳林,2021-07-05 12:00,.2
192,柳林,2021-07-05 13:00,.1
192,柳林,2021-07-05 14:00,.4
192,柳林,2021-07-05 15:00,.4
192,柳林,2021-07-05 16:00,.8
192,柳林,2021-07-05 17:00,.6
192,柳林,2021-07-05 18:00,.6
192,柳林,2021-07-05 19:00,.1
192,柳林,2021-07-05 20:00,.6
192,柳林,2021-07-05 21:00,5.5
192,柳林,2021-07-05 22:00,10.9
192,柳林,2021-07-05 23:00,7.8
192,柳林,2021-07-06 00:00,7.5
192,柳林,2021-07-06 01:00,4.7
192,柳林,2021-07-06 02:00,10.7
192,柳林,2021-07-06 03:00,11.9
192,柳林,2021-07-06 04:00,12.2
192,柳林,2021-07-06 05:00,7.4
192,柳林,2021-07-06 06:00,10.2
192,柳林,2021-07-06 07:00,23.7
192,柳林,2021-07-06 08:00,9.6
192,柳林,2021-07-06 09:00,3
192,柳林,2021-07-06 10:00,6.8
192,柳林,2021-07-06 11:00,6.1
192,柳林,2021-07-06 12:00,5.1
192,柳林,2021-07-06 13:00,4
192,柳林,2021-07-06 14:00,1.7
192,柳林,2021-07-06 15:00,16.3
192,柳林,2021-07-06 16:00,1.7
192,柳林,2021-07-06 17:00,2.6
192,柳林,2021-07-06 18:00,2.5
192,柳林,2021-07-06 19:00,2
192,柳林,2021-07-06 20:00,.3
192,柳林,2021-07-06 22:00,.2
