날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016-01-01,192,-0.1,-6.7,8.7
2016-01-02,192,1.8,-3.6,10.8
2016-01-03,192,4,-2.2,14.5
2016-01-04,192,4.8,-0.3,15
2016-01-05,192,0.5,-2.6,4.9
2016-01-06,192,1.8,-5.1,8.8
2016-01-07,192,1,-3.6,7.5
2016-01-08,192,0,-4.9,7
2016-01-09,192,-0.3,-6.9,8
2016-01-10,192,0,-6.6,9.1
2016-01-11,192,1.2,-4.5,8.6
2016-01-12,192,-0.1,-6.9,7.2
2016-01-13,192,-1.7,-7.7,5.3
2016-01-14,192,-1.1,-5.9,6.4
2016-01-15,192,-0.8,-7.6,8.6
2016-01-16,192,1.1,-3.9,8.6
2016-01-17,192,2.8,-1.9,7.6
2016-01-18,192,0.7,-4,5
2016-01-19,192,-3,-5.8,-0.2
2016-01-20,192,-3.8,-8.2,1.6
2016-01-21,192,-2.1,-6.6,2.9
2016-01-22,192,-0.9,-7.9,5.6
2016-01-23,192,-3.8,-8.9,-0.2
2016-01-24,192,-8.3,-10.2,-5.4
2016-01-25,192,-5.3,-12.8,2.7
2016-01-26,192,-3.2,-10.9,5.7
2016-01-27,192,-1.1,-8.1,8.4
2016-01-28,192,0.9,-4.6,4
2016-01-29,192,3.1,1.7,3.8
2016-01-30,192,3.7,-1.6,7.5
2016-01-31,192,1.4,-3.4,6.7
2016-02-01,192,-0.6,-4.1,5
2016-02-02,192,-2.3,-9.1,6.2
2016-02-03,192,-1.7,-9.3,7.7
2016-02-04,192,-0.2,-7.7,7.7
2016-02-05,192,1.3,-6.5,9.6
2016-02-06,192,-0.3,-6.7,5.9
2016-02-07,192,-1.6,-8.8,7.1
2016-02-08,192,1.9,-8.6,8.5
2016-02-09,192,4.9,-2,9.3
2016-02-10,192,1.7,-6.2,12
2016-02-11,192,6.1,-3,14.4
2016-02-12,192,9.2,5.8,14.4
2016-02-13,192,12,9.3,15.3
2016-02-14,192,4.1,-1.8,14.6
2016-02-15,192,-1.5,-4.4,2.3
2016-02-16,192,0.2,-6.3,5.4
2016-02-17,192,1.7,-3.4,8.1
2016-02-18,192,2.3,-6.1,10.3
2016-02-19,192,5,-2.7,13.7
2016-02-20,192,6,1.8,12.7
2016-02-21,192,2.1,-3.6,8.2
2016-02-22,192,3.4,-2,7
2016-02-23,192,5.5,-0.1,11.9
2016-02-24,192,1.4,-4,7.1
2016-02-25,192,0.8,-4.2,7.6
2016-02-26,192,1.8,-5.9,8.3
2016-02-27,192,7.9,0.8,14.2
2016-02-28,192,6.1,-0.7,13.6
2016-02-29,192,-0.2,-4.6,3.5
2016-03-01,192,-0.8,-7.7,6.8
2016-03-02,192,3.8,-6.8,11.8
2016-03-03,192,6.7,-3.4,16
2016-03-04,192,8.2,6.6,9.7
2016-03-05,192,12.1,8.5,15.7
2016-03-06,192,13.7,8.3,19.5
2016-03-07,192,11,6.8,17.7
2016-03-08,192,8,3.4,11.3
2016-03-09,192,5.2,1.2,12.6
2016-03-10,192,3,-1.3,8.5
2016-03-11,192,2,-3.3,8.4
2016-03-12,192,2.7,-5.4,10.1
2016-03-13,192,4.7,1,8.8
2016-03-14,192,5.5,-1.7,13.9
2016-03-15,192,5.9,-3.3,14.5
2016-03-16,192,8.4,2.8,16.7
2016-03-17,192,9.3,-1.1,18.7
2016-03-18,192,9.8,7.9,12.1
2016-03-19,192,11.5,6.1,18.9
2016-03-20,192,9.5,6.4,13.6
2016-03-21,192,9.3,3.5,16.6
2016-03-22,192,9.6,2.6,18.4
2016-03-23,192,10.5,3.3,17.2
2016-03-24,192,8.3,5.6,12.6
2016-03-25,192,6.8,4.1,11.5
2016-03-26,192,6.6,0.1,13.4
2016-03-27,192,7.4,-0.4,15.4
2016-03-28,192,8.4,-1.5,17.5
2016-03-29,192,10.7,1.5,15.9
2016-03-30,192,13.8,6.8,21.6
2016-03-31,192,12,4.6,20.9
2016-04-01,192,13.6,4.1,24.3
2016-04-02,192,13.1,5.1,20.1
2016-04-03,192,12.2,10.8,13.5
2016-04-04,192,11.2,9.8,13.8
2016-04-05,192,12.4,7.2,20.2
2016-04-06,192,11.8,5.2,20.5
2016-04-07,192,12.2,8.6,17.6
2016-04-08,192,15,9.1,23
2016-04-09,192,15,6.4,24
2016-04-10,192,14.4,7.1,22.9
2016-04-11,192,10.8,9.2,12.6
2016-04-12,192,11.5,4.3,18.6
2016-04-13,192,13.6,10.6,15.4
2016-04-14,192,17.1,11.3,25.8
2016-04-15,192,12.9,5.3,21.2
2016-04-16,192,13.2,5.4,18.8
2016-04-17,192,15.5,10.5,19.8
2016-04-18,192,14.4,8.6,20.7
2016-04-19,192,13.5,6.2,21
2016-04-20,192,13.5,5.5,21
2016-04-21,192,13.8,11.1,17.3
2016-04-22,192,17,12.5,24.5
2016-04-23,192,15.4,11.9,20.7
2016-04-24,192,14.6,6.9,23.8
2016-04-25,192,15.4,6.9,26.3
2016-04-26,192,16.3,5.7,25.6
2016-04-27,192,11.4,10.7,14.7
2016-04-28,192,14.1,10.5,19.5
2016-04-29,192,15,11.5,20.6
2016-04-30,192,16.6,9,23.1
2016-05-01,192,16.5,8,23.9
2016-05-02,192,17.8,10.2,23.5
2016-05-03,192,16.6,14.2,20.8
2016-05-04,192,17.8,10.5,24.9
2016-05-05,192,16,6.1,24.2
2016-05-06,192,17.6,14.9,21
2016-05-07,192,18.3,10,25.2
2016-05-08,192,16.7,7.9,23.4
2016-05-09,192,17.6,13.8,22
2016-05-10,192,14.4,12.2,17.3
2016-05-11,192,15.8,12.2,21.7
2016-05-12,192,17.6,11.2,24.1
2016-05-13,192,16.2,10.9,23.3
2016-05-14,192,16.8,9.8,24.5
2016-05-15,192,17.9,10.6,22.9
2016-05-16,192,15.1,8,22.6
2016-05-17,192,16.4,4.7,27.8
2016-05-18,192,19.3,8.3,31
2016-05-19,192,19,10.2,29.2
2016-05-20,192,19.3,10,28.7
2016-05-21,192,19,10.7,28
2016-05-22,192,19.5,10.2,29.1
2016-05-23,192,19.8,10,27.6
2016-05-24,192,18.7,15.4,20.4
2016-05-25,192,19.3,12.6,27
2016-05-26,192,20.6,12.8,27.7
2016-05-27,192,22.5,17.8,29.2
2016-05-28,192,20.6,16.1,27
2016-05-29,192,19.9,15.3,26
2016-05-30,192,21.5,12.7,31.1
2016-05-31,192,21.2,12.5,29.8
2016-06-01,192,20.4,15.1,26.3
2016-06-02,192,18.9,10.9,27.3
2016-06-03,192,20.7,12.1,28.3
2016-06-04,192,17.4,15.4,22.2
2016-06-05,192,21.3,15.1,27.3
2016-06-06,192,18.3,17.4,19.7
2016-06-07,192,21.1,17.4,26.7
2016-06-08,192,21.2,17.9,24.6
2016-06-09,192,21.7,18.1,28.2
2016-06-10,192,22.5,17.8,28.6
2016-06-11,192,22.7,18,28.2
2016-06-12,192,22.6,20,25.1
2016-06-13,192,23.2,20.5,28.5
2016-06-14,192,23,20.1,28
2016-06-15,192,21.9,18.5,24.2
2016-06-16,192,23.8,17.2,28.7
2016-06-17,192,22.4,14.5,30.6
2016-06-18,192,22.4,16.9,28.6
2016-06-19,192,24.8,20.7,30.8
2016-06-20,192,22.8,20.9,26.4
2016-06-21,192,22.6,21.2,25.4
2016-06-22,192,21.5,20.6,22.7
2016-06-23,192,23.7,20.4,29.6
2016-06-24,192,22.5,19.8,28
2016-06-25,192,23.1,18.1,28.1
2016-06-26,192,23.4,16.2,30.1
2016-06-27,192,20.4,16.8,24.6
2016-06-28,192,21.3,17.7,25.7
2016-06-29,192,21.6,18.4,25
2016-06-30,192,23.5,19.4,29
2016-07-01,192,23.9,22.2,25.5
2016-07-02,192,23.7,22,26.2
2016-07-03,192,21.4,20.1,23.7
2016-07-04,192,23.8,20.3,27.9
2016-07-05,192,26.5,24.5,29.7
2016-07-06,192,26.4,23.8,30.3
2016-07-07,192,25.9,22.4,31.1
2016-07-08,192,25.5,22,30.9
2016-07-09,192,25.6,20.7,32.8
2016-07-10,192,26.2,21.7,31.3
2016-07-11,192,24.4,22.9,27.7
2016-07-12,192,24.2,22.6,26.9
2016-07-13,192,25.8,22.1,30.2
2016-07-14,192,26.7,21.7,33
2016-07-15,192,25,22.1,30.2
2016-07-16,192,22.1,20.5,23.8
2016-07-17,192,24.4,18.8,30.7
2016-07-18,192,24.3,19.2,30
2016-07-19,192,24.7,21.2,30.6
2016-07-20,192,24.5,19.4,30.5
2016-07-21,192,24.3,20,30.1
2016-07-22,192,24,20.6,28.9
2016-07-23,192,25.2,20.3,30.9
2016-07-24,192,27,20.6,32.5
2016-07-25,192,28,24.5,33.4
2016-07-26,192,28,23.4,32.7
2016-07-27,192,28.6,25,32.9
2016-07-28,192,28.7,26.4,32.5
2016-07-29,192,28.6,25,34.1
2016-07-30,192,29.1,24.4,35.2
2016-07-31,192,28.4,23.8,35.2
2016-08-01,192,26.8,23.3,34.2
2016-08-02,192,25.9,22.9,33
2016-08-03,192,26.1,22.4,31.3
2016-08-04,192,27.1,23.2,32.4
2016-08-05,192,27.7,22.5,33.7
2016-08-06,192,28.3,23.2,34.9
2016-08-07,192,28.2,22.8,34.4
2016-08-08,192,27.5,23.4,36.2
2016-08-09,192,27.4,23.4,33
2016-08-10,192,29.1,23.5,35.3
2016-08-11,192,29.9,24.4,37.5
2016-08-12,192,30.5,24.9,36.4
2016-08-13,192,29.9,24.6,36.5
2016-08-14,192,29.8,23.6,37.2
2016-08-15,192,27.7,25.1,34.6
2016-08-16,192,27.1,24.5,33.9
2016-08-17,192,26.8,23.4,34.1
2016-08-18,192,27.2,22.5,33.8
2016-08-19,192,27.5,21.9,34.2
2016-08-20,192,28,24.1,34.6
2016-08-21,192,28,21,34.2
2016-08-22,192,28.4,22.4,35.7
2016-08-23,192,26.8,23.4,31.1
2016-08-24,192,26.9,20.8,34.6
2016-08-25,192,26.6,19,34.3
2016-08-26,192,22.1,18.5,29.7
2016-08-27,192,22.9,18.4,28.4
2016-08-28,192,18.7,16.8,21.7
2016-08-29,192,21.1,15,27.1
2016-08-30,192,22,14.8,25.6
2016-08-31,192,24.8,20.5,29
2016-09-01,192,25,20.7,30.5
2016-09-02,192,19.2,18.2,21.8
2016-09-03,192,21.8,19.1,26.2
2016-09-04,192,23.6,20.1,29.2
2016-09-05,192,24.9,21.9,29.5
2016-09-06,192,24.2,21.9,27.3
2016-09-07,192,23.6,20.8,27.2
2016-09-08,192,23.3,17.4,29.7
2016-09-09,192,23.1,18.4,29.5
2016-09-10,192,22.9,19.6,27.5
2016-09-11,192,22.2,18.1,26.5
2016-09-12,192,20.3,17.4,24.6
2016-09-13,192,21.8,15.7,28.3
2016-09-14,192,22.1,17.5,27.7
2016-09-15,192,23.3,18,29.6
2016-09-16,192,22.2,20.9,24.3
2016-09-17,192,19.3,18.3,21.2
2016-09-18,192,19.6,17.8,21.4
2016-09-19,192,20.7,18,24.2
2016-09-20,192,18.9,12.8,24.5
2016-09-21,192,18,11.1,23.9
2016-09-22,192,19,15.6,23.7
2016-09-23,192,19.8,13.5,27.2
2016-09-24,192,20.5,15,28.8
2016-09-25,192,20.9,15.3,27.6
2016-09-26,192,21.7,18.1,25.9
2016-09-27,192,24.1,20.6,29.5
2016-09-28,192,22,19.9,24.5
2016-09-29,192,18.7,16.4,20.4
2016-09-30,192,17,15.8,18.6
2016-10-01,192,19.2,16.3,22.4
2016-10-02,192,21.4,19.1,25.1
2016-10-03,192,23.6,20.1,28
2016-10-04,192,21.8,16,28.4
2016-10-05,192,20,16,27.8
2016-10-06,192,18.9,13,27.4
2016-10-07,192,18.3,14,22.6
2016-10-08,192,17.2,14.1,19.6
2016-10-09,192,14,8.5,20.8
2016-10-10,192,14.4,8.1,20.4
2016-10-11,192,14.3,11.2,19.6
2016-10-12,192,15.6,9.2,23.9
2016-10-13,192,15.2,11.6,19.7
2016-10-14,192,14.8,8.1,23.9
2016-10-15,192,15.4,8.1,23.4
2016-10-16,192,14.9,12,16.3
2016-10-17,192,18,14.1,24.8
2016-10-18,192,16.7,11.7,22.4
2016-10-19,192,16.7,11.7,23.8
2016-10-20,192,16.2,10,22.2
2016-10-21,192,16.5,14.5,18.5
2016-10-22,192,16.6,13.3,21.1
2016-10-23,192,15.7,13.1,17.7
2016-10-24,192,14.8,11.6,19.9
2016-10-25,192,14.9,10.9,21.9
2016-10-26,192,13.9,8.6,20.1
2016-10-27,192,14.2,7.1,19
2016-10-28,192,14,12.4,15.5
2016-10-29,192,12.7,8.1,16
2016-10-30,192,8.8,3.7,16.2
2016-10-31,192,7.9,3.7,10.5
2016-11-01,192,6,0.4,12.8
2016-11-02,192,5.5,-1.8,14.3
2016-11-03,192,7.7,0.7,16.3
2016-11-04,192,9.6,1.3,17.5
2016-11-05,192,10.8,3.5,20.9
2016-11-06,192,11.5,5.6,16.2
2016-11-07,192,12.4,6,18.4
2016-11-08,192,11.1,5,15.6
2016-11-09,192,5.8,-0.1,13
2016-11-10,192,9.2,4.1,15.3
2016-11-11,192,9,3.7,17.4
2016-11-12,192,9.3,1.2,18.8
2016-11-13,192,11.4,5.2,16.2
2016-11-14,192,14.3,12.8,16.3
2016-11-15,192,11.3,2.1,18.9
2016-11-16,192,6.7,-0.8,16.5
2016-11-17,192,9.1,3,17.8
2016-11-18,192,9.8,2.1,16.3
2016-11-19,192,13.7,11.2,19.1
2016-11-20,192,12.9,7.4,20
2016-11-21,192,10.7,6,16.2
2016-11-22,192,8.8,5.3,14.1
2016-11-23,192,6.5,2.1,11.8
2016-11-24,192,3.1,-0.2,8.5
2016-11-25,192,3.2,-2.7,10.8
2016-11-26,192,1.3,-3.3,4.3
2016-11-27,192,4.5,1.1,10.8
2016-11-28,192,3.9,-1,11.8
2016-11-29,192,3.7,-3.6,12.4
2016-11-30,192,7,1.4,10.6
2016-12-01,192,7.3,2.6,13.3
2016-12-02,192,2.6,-3.9,13.1
2016-12-03,192,2.9,-4.8,13.3
2016-12-04,192,4,-0.9,10.6
2016-12-05,192,6.4,-0.5,15.6
2016-12-06,192,3.6,-3.4,10.1
2016-12-07,192,0.4,-5.7,8.6
2016-12-08,192,3.2,-2.6,11.5
2016-12-09,192,6.9,0.3,13
2016-12-10,192,1.7,-4.8,11.6
2016-12-11,192,-0.2,-7.2,9.2
2016-12-12,192,3.7,-3,10.5
2016-12-13,192,6.2,0.5,10
2016-12-14,192,2.7,-3.6,9.1
2016-12-15,192,-0.2,-6.5,5.4
2016-12-16,192,-1.2,-8.1,6.6
2016-12-17,192,0,-7.6,11.1
2016-12-18,192,1.6,-5.9,11
2016-12-19,192,5.9,1.9,7.4
2016-12-20,192,8.2,2.8,14.6
2016-12-21,192,6.8,1.2,10.2
2016-12-22,192,11.5,5.6,18.5
2016-12-23,192,4.1,2,7.3
2016-12-24,192,1.9,-3.1,7.1
2016-12-25,192,3.4,-3.8,11
2016-12-26,192,5.7,4.6,6.5
2016-12-27,192,3.7,-2.1,7.2
2016-12-28,192,-0.5,-6.8,7.9
2016-12-29,192,-0.3,-4.9,5.2
2016-12-30,192,-1.9,-8.8,7.7
2016-12-31,192,0.3,-7,9.9
2017-01-01,192,1.6,-4.5,11.3
2017-01-02,192,4.4,-1.8,14.3
2017-01-03,192,2.5,-2.5,12
2017-01-04,192,1.8,-4.2,11.6
2017-01-05,192,4.5,-2.6,10.1
2017-01-06,192,5.7,-0.8,11.1
2017-01-07,192,3.8,-2.9,9.6
2017-01-08,192,6.9,4.1,13.1
2017-01-09,192,4.7,-2.1,9.4
2017-01-10,192,0.8,-5.3,8
2017-01-11,192,-0.1,-3.1,5.5
2017-01-12,192,0.8,-4.8,8.9
2017-01-13,192,-0.2,-5,6
2017-01-14,192,-2.8,-6.4,1.4
2017-01-15,192,-2.8,-11.5,5.7
2017-01-16,192,-2.4,-9.3,7.1
2017-01-17,192,-1.8,-8.8,6.6
2017-01-18,192,1.2,-4.9,8
2017-01-19,192,-0.5,-6.4,9.1
2017-01-20,192,-0.6,-4.9,3.4
2017-01-21,192,-1.9,-9.7,4.2
2017-01-22,192,-0.7,-5.2,3.1
2017-01-23,192,-3.5,-8.1,1.8
2017-01-24,192,-3.4,-10.7,4.6
2017-01-25,192,-3.1,-11,7.1
2017-01-26,192,-0.2,-10.5,8.2
2017-01-27,192,4.7,-2.7,10.7
2017-01-28,192,1.9,-7.7,11.6
2017-01-29,192,3.6,2.1,4.9
2017-01-30,192,1.5,-5.5,5.5
2017-01-31,192,-1.1,-7.9,8.6
2017-02-01,192,0.9,-6,7.9
2017-02-02,192,0.6,-9.3,10.8
2017-02-03,192,1.1,-7.7,10.6
2017-02-04,192,5.7,-1.9,12.6
2017-02-05,192,6.3,3.3,12.8
2017-02-06,192,2.1,-3.7,6.9
2017-02-07,192,1.2,-4.3,9
2017-02-08,192,2.9,-3.5,8.9
2017-02-09,192,0.1,-3.7,3.1
2017-02-10,192,-2.4,-7,1.6
2017-02-11,192,-1,-5.4,3.8
2017-02-12,192,-0.6,-8.2,8.2
2017-02-13,192,1.8,-8.1,10.1
2017-02-14,192,2.2,-4.9,11
2017-02-15,192,2.2,-6.7,12.9
2017-02-16,192,6.7,-5.8,16.1
2017-02-17,192,10.2,3.1,15
2017-02-18,192,2.9,-1.2,7.9
2017-02-19,192,3.7,-6.4,11.1
2017-02-20,192,7.4,-1.6,13.7
2017-02-21,192,1.6,-5.9,10.1
2017-02-22,192,3.4,-2.2,5.1
2017-02-23,192,4.1,-0.2,7.6
2017-02-24,192,2.5,-2.7,8.8
2017-02-25,192,2.3,-5.4,11.2
2017-02-26,192,3,-4.3,11
2017-02-27,192,5.1,-2.7,13.4
2017-02-28,192,5.1,-2.4,14.4
2017-03-01,192,6.5,-0.8,14.2
2017-03-02,192,4.5,-2.7,9
2017-03-03,192,4,-5.7,13.3
2017-03-04,192,5.6,-2.3,15.1
2017-03-05,192,6.3,-1,15.9
2017-03-06,192,4.7,0.3,9.8
2017-03-07,192,1.2,-4.7,7
2017-03-08,192,1,-6.6,8.1
2017-03-09,192,5.1,-4.6,12.6
2017-03-10,192,5.6,-3.5,16.3
2017-03-11,192,6.3,-3.9,18
2017-03-12,192,8.3,-2.3,18.1
2017-03-13,192,9.3,0.7,16.2
2017-03-14,192,8.4,2.5,14.9
2017-03-15,192,5.5,-2.8,14
2017-03-16,192,6.5,-1,13.5
2017-03-17,192,6.5,-2.9,17
2017-03-18,192,7.1,0,17
2017-03-19,192,8.5,-1.6,19.1
2017-03-20,192,7.1,0.8,12.9
2017-03-21,192,9.2,2.4,16.3
2017-03-22,192,6.9,-1.1,14.5
2017-03-23,192,9.3,3.6,16.7
2017-03-24,192,8.1,2,12.9
2017-03-25,192,6.3,5,7.6
2017-03-26,192,6.5,3.3,12.3
2017-03-27,192,5.6,-0.5,12.6
2017-03-28,192,7.4,-2.2,15.2
2017-03-29,192,7,5.6,8.9
2017-03-30,192,10.6,4.1,20.3
2017-03-31,192,9.9,7.2,13.6
2017-04-01,192,7.7,3.3,13
2017-04-02,192,8.4,1.2,16.5
2017-04-03,192,11,-0.6,22.6
2017-04-04,192,12.6,1.3,21.6
2017-04-05,192,13.4,10.1,15.9
2017-04-06,192,15.6,13.2,16.9
2017-04-07,192,15,9.9,24.3
2017-04-08,192,16.3,7.3,26.5
2017-04-09,192,14.9,11.2,20.6
2017-04-10,192,13.5,8.4,20.5
2017-04-11,192,13.2,9.1,20
2017-04-12,192,14,6.1,20.5
2017-04-13,192,13.7,2.4,21.9
2017-04-14,192,15.2,7.6,20.1
2017-04-15,192,18,13,24.6
2017-04-16,192,16.8,8.9,27.8
2017-04-17,192,14.2,10.8,17.7
2017-04-18,192,14.7,7.9,20.9
2017-04-19,192,14.6,7.8,22.2
2017-04-20,192,13,7.4,19.2
2017-04-21,192,14.3,7.5,22.6
2017-04-22,192,12.5,6.9,19.8
2017-04-23,192,14.1,7.2,22.3
2017-04-24,192,14.6,7.2,21.9
2017-04-25,192,17.3,10.1,22.8
2017-04-26,192,14.7,9.4,19.6
2017-04-27,192,14.7,7.6,20.5
2017-04-28,192,15.4,2.2,24.6
2017-04-29,192,17.6,6.2,26
2017-04-30,192,19.6,8.2,27.8
2017-05-01,192,17.1,10,25.2
2017-05-02,192,15.7,6.6,24.9
2017-05-03,192,16.6,6.8,27
2017-05-04,192,17.9,8.1,25.9
2017-05-05,192,17.5,15.5,20.3
2017-05-06,192,17.6,9.5,24.5
2017-05-07,192,17.6,5.9,27.2
2017-05-08,192,17.7,6.9,26
2017-05-09,192,13.6,13.1,18.9
2017-05-10,192,16.6,11.9,22.6
2017-05-11,192,19.9,11,29.2
2017-05-12,192,17,14.6,18.9
2017-05-13,192,18.2,12.2,24.7
2017-05-14,192,17.2,8.2,25.7
2017-05-15,192,16,7.9,23.9
2017-05-16,192,16.5,9.1,24.4
2017-05-17,192,17.1,9.6,25.2
2017-05-18,192,18.8,9.9,28.4
2017-05-19,192,20.3,10.7,29.8
2017-05-20,192,19.6,11.1,27.5
2017-05-21,192,19.3,12,26.9
2017-05-22,192,19.6,11,28.3
2017-05-23,192,18.9,11.3,25.6
2017-05-24,192,20.2,15.9,25.2
2017-05-25,192,21.5,14.6,30.4
2017-05-26,192,17.4,8.6,24.5
2017-05-27,192,17.5,8.4,25.4
2017-05-28,192,18.7,10.5,26.3
2017-05-29,192,23.5,12.6,34.4
2017-05-30,192,23.4,13.7,32.8
2017-05-31,192,21.3,16.2,27.7
2017-06-01,192,23.4,18.9,29.6
2017-06-02,192,20,11.7,27.6
2017-06-03,192,21.1,14.9,28.1
2017-06-04,192,19.8,10.8,29.4
2017-06-05,192,19.5,11.8,28.5
2017-06-06,192,17.2,14.2,22.2
2017-06-07,192,19.6,16,24.5
2017-06-08,192,21.3,12.6,29.5
2017-06-09,192,22.6,14.1,30.7
2017-06-10,192,22,14.5,28.5
2017-06-11,192,20.6,16.4,27
2017-06-12,192,19,14.7,24.6
2017-06-13,192,18.8,12.8,27.5
2017-06-14,192,20.9,13.6,28.9
2017-06-15,192,23.3,13.5,32.6
2017-06-16,192,21.8,15,28.6
2017-06-17,192,22,14.6,30.9
2017-06-18,192,22.6,14.5,32.7
2017-06-19,192,24.1,15.5,33
2017-06-20,192,21.2,17.4,26
2017-06-21,192,22.5,17.1,29.5
2017-06-22,192,23.5,17,31.3
2017-06-23,192,23.8,18,31.5
2017-06-24,192,23.1,16.6,29.2
2017-06-25,192,23.3,18.7,27.9
2017-06-26,192,21.7,20,24.7
2017-06-27,192,22.8,19.4,27.4
2017-06-28,192,23.4,17.3,30.8
2017-06-29,192,22,19,25.6
2017-06-30,192,24.1,20.2,28.2
2017-07-01,192,25.9,23.6,31.7
2017-07-02,192,26,23.6,28.7
2017-07-03,192,26.6,25.2,29.6
2017-07-04,192,26.1,24.1,31.5
2017-07-05,192,25.8,22.9,31.5
2017-07-06,192,24.8,22.7,28.1
2017-07-07,192,25.2,22.6,29.4
2017-07-08,192,25.5,24.2,30.2
2017-07-09,192,26.8,23.6,31.7
2017-07-10,192,26.9,25.7,29
2017-07-11,192,26.1,23.3,28.2
2017-07-12,192,27.4,23,33.8
2017-07-13,192,26.8,21,33.3
2017-07-14,192,26.7,23.3,33.5
2017-07-15,192,27,23.8,29.9
2017-07-16,192,28.8,25.3,33.8
2017-07-17,192,26.6,23.1,32
2017-07-18,192,26.7,22.8,31.1
2017-07-19,192,27.8,22.7,34.5
2017-07-20,192,28.5,23.2,34.7
2017-07-21,192,30.2,24.7,36.3
2017-07-22,192,30,25.4,36.7
2017-07-23,192,29,25.5,33.2
2017-07-24,192,29.7,25.2,35.2
2017-07-25,192,27.3,24.1,34.1
2017-07-26,192,26.1,21.2,32.8
2017-07-27,192,25.7,18.2,33.3
2017-07-28,192,27.2,20.4,34.6
2017-07-29,192,25.9,23.8,29.4
2017-07-30,192,26.8,23.4,31.7
2017-07-31,192,26.2,23.6,31.2
2017-08-01,192,27.3,23.2,34
2017-08-02,192,26.9,23.8,32.6
2017-08-03,192,27.5,21.8,33.9
2017-08-04,192,28.9,23.6,35.1
2017-08-05,192,29.6,23.5,36.3
2017-08-06,192,30.9,24.2,36.9
2017-08-07,192,30.5,25,37.1
2017-08-08,192,28,21.8,32.7
2017-08-09,192,26.7,24.7,30.7
2017-08-10,192,28.8,25.2,34.6
2017-08-11,192,26.6,22.5,34
2017-08-12,192,25.8,21.2,31.2
2017-08-13,192,24.1,21.2,27.6
2017-08-14,192,22,21.2,23
2017-08-15,192,22.8,21.8,23.8
2017-08-16,192,26.3,23,31.7
2017-08-17,192,26.8,23.2,32.4
2017-08-18,192,26.6,23,31.6
2017-08-19,192,25.7,22.5,29
2017-08-20,192,24.8,23.2,28.9
2017-08-21,192,25.3,22.9,30
2017-08-22,192,26.1,23.1,30.1
2017-08-23,192,28.3,24.2,32.7
2017-08-24,192,29.4,26.8,32.4
2017-08-25,192,27.6,21.5,33.3
2017-08-26,192,23.6,16.6,31.4
2017-08-27,192,22.9,14.8,30.5
2017-08-28,192,24.9,18.3,30.7
2017-08-29,192,26.9,20.7,31.8
2017-08-30,192,22.3,18.3,27.5
2017-08-31,192,21.9,14.4,29.3
2017-09-01,192,22.7,17.6,28.5
2017-09-02,192,20.2,13.4,25.5
2017-09-03,192,21.5,13.7,28.3
2017-09-04,192,21.8,18,26.8
2017-09-05,192,21.5,18.8,24.2
2017-09-06,192,20.8,17.8,23.9
2017-09-07,192,20.6,17.9,25.9
2017-09-08,192,22.3,16.1,30.1
2017-09-09,192,22.2,16.8,30
2017-09-10,192,22.6,16.9,29.7
2017-09-11,192,20.9,19.2,23.7
2017-09-12,192,22.9,17.2,30.9
2017-09-13,192,20.6,12.5,29.3
2017-09-14,192,20.3,12.6,27.8
2017-09-15,192,20,14.5,25
2017-09-16,192,21.5,18.3,24.5
2017-09-17,192,22.2,17.6,26.2
2017-09-18,192,20.8,15.5,28.7
2017-09-19,192,21.7,14,28.2
2017-09-20,192,20.6,13.5,26
2017-09-21,192,18.2,10.6,26.8
2017-09-22,192,19.3,13.7,27.6
2017-09-23,192,19.6,13.9,27.2
2017-09-24,192,20.5,13.2,29.1
2017-09-25,192,21.7,15.3,29.4
2017-09-26,192,22.1,17.4,28.6
2017-09-27,192,19.2,17.4,20.7
2017-09-28,192,20.1,12.1,27.3
2017-09-29,192,15.8,9.9,23.3
2017-09-30,192,15.7,7.2,26.5
2017-10-01,192,14.9,9.5,18
2017-10-02,192,21.1,17.4,26.1
2017-10-03,192,20.7,16.2,27.5
2017-10-04,192,18.6,16.1,24.2
2017-10-05,192,16.9,14.4,20.2
2017-10-06,192,16.2,13.7,19.1
2017-10-07,192,18.8,13.9,24.5
2017-10-08,192,20.4,15.3,27.6
2017-10-09,192,20.9,15.1,28.6
2017-10-10,192,21.6,17,29.2
2017-10-11,192,21.1,17.5,26.6
2017-10-12,192,14.4,12.3,18
2017-10-13,192,14.3,8.6,22.2
2017-10-14,192,15.8,10.6,22
2017-10-15,192,14.7,11.9,18
2017-10-16,192,15.6,11.6,18.7
2017-10-17,192,14.9,10.4,21.6
2017-10-18,192,15.9,11.8,19
2017-10-19,192,16.6,11.4,22.2
2017-10-20,192,15.9,9.5,23.2
2017-10-21,192,15.7,8.9,22.9
2017-10-22,192,17.7,14.6,22.8
2017-10-23,192,14.9,11.1,20.1
2017-10-24,192,11.4,7.3,17.8
2017-10-25,192,11.3,4.3,21.1
2017-10-26,192,11.8,5.3,21.2
2017-10-27,192,13.1,7.1,22.9
2017-10-28,192,16.1,8.3,20.8
2017-10-29,192,15.1,7.8,22.3
2017-10-30,192,9,2,17.8
2017-10-31,192,8.1,-1.1,18.9
2017-11-01,192,9.9,1,20
2017-11-02,192,11,4.4,19.7
2017-11-03,192,12.1,4.8,21.6
2017-11-04,192,8.8,2.7,16.2
