瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2019-05-19 08:00,.3
192,柳林,2019-05-19 09:00,.4
192,柳林,2019-05-19 10:00,0
192,柳林,2019-05-19 11:00,.4
192,柳林,2019-05-19 12:00,.1
192,柳林,2019-05-19 13:00,.3
192,柳林,2019-05-19 14:00,1.5
192,柳林,2019-05-19 15:00,1.3
192,柳林,2019-05-19 16:00,1.9
192,柳林,2019-05-19 17:00,1.8
192,柳林,2019-05-19 18:00,2.3
192,柳林,2019-05-19 19:00,.8
192,柳林,2019-05-19 20:00,.3
192,柳林,2019-05-19 21:00,0
192,柳林,2019-05-19 22:00,.6
192,柳林,2019-05-19 23:00,.2
192,柳林,2019-05-20 00:00,.2
192,柳林,2019-05-20 10:00,.4
192,柳林,2019-05-27 00:00,.1
192,柳林,2019-05-27 01:00,0
192,柳林,2019-05-27 03:00,0
192,柳林,2019-05-27 04:00,.1
192,柳林,2019-05-27 05:00,.9
192,柳林,2019-05-27 06:00,1.9
192,柳林,2019-05-27 07:00,2.5
192,柳林,2019-05-27 08:00,4.6
192,柳林,2019-05-27 09:00,11
192,柳林,2019-05-27 10:00,14.3
192,柳林,2019-05-27 11:00,18.4
192,柳林,2019-05-27 12:00,7.2
192,柳林,2019-05-27 13:00,3.2
192,柳林,2019-05-27 14:00,.7
192,柳林,2019-05-27 19:00,0
192,柳林,2019-05-27 20:00,1.2
192,柳林,2019-05-31 00:00,0
192,柳林,2019-05-31 01:00,0
192,柳林,2019-05-31 02:00,0
192,柳林,2019-05-31 03:00,.3
192,柳林,2019-05-31 04:00,.5
192,柳林,2019-05-31 05:00,.3
192,柳林,2019-05-31 06:00,.1
192,柳林,2019-05-31 07:00,0
192,柳林,2019-05-31 08:00,0
192,柳林,2019-06-06 18:00,.4
192,柳林,2019-06-06 19:00,.5
192,柳林,2019-06-06 20:00,0
192,柳林,2019-06-06 21:00,.7
192,柳林,2019-06-06 22:00,6.7
192,柳林,2019-06-06 23:00,7.5
192,柳林,2019-06-07 00:00,5.6
192,柳林,2019-06-07 01:00,4.5
192,柳林,2019-06-07 02:00,4.6
192,柳林,2019-06-07 03:00,1.2
192,柳林,2019-06-07 04:00,3.9
192,柳林,2019-06-07 05:00,.6
192,柳林,2019-06-07 06:00,.3
192,柳林,2019-06-07 07:00,.1
192,柳林,2019-06-07 08:00,0
192,柳林,2019-06-07 09:00,.1
192,柳林,2019-06-07 10:00,.3
192,柳林,2019-06-07 12:00,0
192,柳林,2019-06-07 17:00,.1
192,柳林,2019-06-07 18:00,.1
192,柳林,2019-06-07 19:00,0
192,柳林,2019-06-07 20:00,0
192,柳林,2019-06-08 01:00,.2
192,柳林,2019-06-10 05:00,0
192,柳林,2019-06-10 07:00,.1
192,柳林,2019-06-10 08:00,.1
192,柳林,2019-06-11 00:00,.1
192,柳林,2019-06-11 01:00,1.1
192,柳林,2019-06-11 02:00,.6
192,柳林,2019-06-11 03:00,.2
192,柳林,2019-06-11 09:00,0
192,柳林,2019-06-14 12:00,0
192,柳林,2019-06-14 13:00,.2
192,柳林,2019-06-14 14:00,0
192,柳林,2019-06-14 17:00,0
192,柳林,2019-06-14 19:00,0
192,柳林,2019-06-14 20:00,0
192,柳林,2019-06-14 21:00,0
192,柳林,2019-06-14 22:00,.1
192,柳林,2019-06-14 23:00,1.8
192,柳林,2019-06-15 00:00,.6
192,柳林,2019-06-15 01:00,0
192,柳林,2019-06-19 18:00,0
192,柳林,2019-06-19 19:00,0
192,柳林,2019-06-22 07:00,.5
192,柳林,2019-06-22 20:00,0
192,柳林,2019-06-23 01:00,0
192,柳林,2019-06-23 02:00,.1
192,柳林,2019-06-23 03:00,6
192,柳林,2019-06-23 04:00,.2
192,柳林,2019-06-26 07:00,0
192,柳林,2019-06-26 08:00,1
192,柳林,2019-06-26 09:00,.6
192,柳林,2019-06-26 10:00,3.6
192,柳林,2019-06-26 11:00,13.1
192,柳林,2019-06-26 12:00,9.3
192,柳林,2019-06-26 13:00,9.3
192,柳林,2019-06-26 14:00,5
192,柳林,2019-06-26 15:00,2.1
192,柳林,2019-06-26 16:00,5.5
192,柳林,2019-06-26 17:00,7.5
192,柳林,2019-06-26 18:00,6.8
192,柳林,2019-06-26 19:00,7.2
192,柳林,2019-06-26 20:00,10
192,柳林,2019-06-26 21:00,3.7
192,柳林,2019-06-26 22:00,5.2
192,柳林,2019-06-26 23:00,2.2
192,柳林,2019-06-27 00:00,1.6
192,柳林,2019-06-27 01:00,1.8
192,柳林,2019-06-27 02:00,8.2
192,柳林,2019-06-27 03:00,7.8
192,柳林,2019-06-27 04:00,4.4
192,柳林,2019-06-27 05:00,2.8
192,柳林,2019-06-27 06:00,2.7
192,柳林,2019-06-27 07:00,5.3
192,柳林,2019-06-27 08:00,4.7
192,柳林,2019-06-27 09:00,1.8
192,柳林,2019-06-27 10:00,.3
192,柳林,2019-06-27 11:00,.2
192,柳林,2019-06-29 08:00,1
192,柳林,2019-06-29 09:00,3.5
192,柳林,2019-06-29 10:00,4.8
192,柳林,2019-06-29 11:00,2.8
192,柳林,2019-06-29 12:00,1.1
192,柳林,2019-06-29 13:00,1.9
192,柳林,2019-06-29 14:00,4.3
192,柳林,2019-06-29 15:00,1.9
192,柳林,2019-06-29 16:00,5.5
192,柳林,2019-06-29 17:00,10.5
192,柳林,2019-06-29 18:00,4.6
192,柳林,2019-06-29 19:00,10.1
192,柳林,2019-06-29 20:00,8.3
192,柳林,2019-06-29 21:00,.2
192,柳林,2019-06-29 22:00,.1
192,柳林,2019-06-29 23:00,.3
192,柳林,2019-06-30 00:00,0
192,柳林,2019-07-01 12:00,0
192,柳林,2019-07-01 13:00,0
192,柳林,2019-07-01 14:00,.3
192,柳林,2019-07-01 15:00,0
192,柳林,2019-07-08 02:00,0
192,柳林,2019-07-08 03:00,0
192,柳林,2019-07-10 06:00,0
192,柳林,2019-07-10 07:00,.4
192,柳林,2019-07-10 08:00,.3
192,柳林,2019-07-10 10:00,0
192,柳林,2019-07-10 11:00,.4
192,柳林,2019-07-10 12:00,.1
192,柳林,2019-07-10 13:00,.6
192,柳林,2019-07-10 14:00,2
192,柳林,2019-07-10 15:00,6.8
192,柳林,2019-07-10 16:00,3.9
192,柳林,2019-07-10 17:00,2.9
192,柳林,2019-07-10 18:00,3.8
192,柳林,2019-07-10 19:00,.9
192,柳林,2019-07-10 20:00,3.4
192,柳林,2019-07-10 21:00,0
192,柳林,2019-07-10 22:00,.7
192,柳林,2019-07-10 23:00,.6
192,柳林,2019-07-11 00:00,.2
192,柳林,2019-07-11 01:00,.1
192,柳林,2019-07-11 02:00,0
192,柳林,2019-07-13 08:00,0
192,柳林,2019-07-13 09:00,.2
192,柳林,2019-07-13 10:00,.4
192,柳林,2019-07-13 11:00,.2
192,柳林,2019-07-13 12:00,.1
192,柳林,2019-07-13 13:00,0
192,柳林,2019-07-13 14:00,0
192,柳林,2019-07-15 00:00,.6
192,柳林,2019-07-15 01:00,0
192,柳林,2019-07-16 00:00,5.1
192,柳林,2019-07-16 01:00,3.4
192,柳林,2019-07-16 02:00,1.4
192,柳林,2019-07-17 21:00,0
192,柳林,2019-07-17 22:00,0
192,柳林,2019-07-17 23:00,.6
192,柳林,2019-07-18 00:00,1.4
192,柳林,2019-07-18 01:00,8.9
192,柳林,2019-07-18 02:00,5.7
192,柳林,2019-07-18 03:00,1.2
192,柳林,2019-07-18 04:00,1.3
192,柳林,2019-07-18 05:00,1.4
192,柳林,2019-07-18 06:00,1.9
192,柳林,2019-07-18 07:00,1.1
192,柳林,2019-07-18 08:00,2.1
192,柳林,2019-07-18 09:00,.5
192,柳林,2019-07-18 10:00,.1
192,柳林,2019-07-18 11:00,.5
192,柳林,2019-07-18 12:00,.1
192,柳林,2019-07-18 13:00,0
192,柳林,2019-07-19 05:00,.6
192,柳林,2019-07-19 06:00,.8
192,柳林,2019-07-19 07:00,.5
192,柳林,2019-07-19 08:00,.1
192,柳林,2019-07-19 10:00,0
192,柳林,2019-07-19 11:00,.8
192,柳林,2019-07-19 12:00,.5
192,柳林,2019-07-19 13:00,.7
192,柳林,2019-07-19 14:00,3
192,柳林,2019-07-19 15:00,1.4
192,柳林,2019-07-19 16:00,1.8
192,柳林,2019-07-19 17:00,1.4
192,柳林,2019-07-19 18:00,.3
192,柳林,2019-07-19 19:00,1.5
192,柳林,2019-07-19 20:00,3.9
192,柳林,2019-07-19 21:00,7.3
192,柳林,2019-07-19 22:00,.7
192,柳林,2019-07-19 23:00,.9
192,柳林,2019-07-20 00:00,4.5
192,柳林,2019-07-20 01:00,7.4
192,柳林,2019-07-20 02:00,7.6
192,柳林,2019-07-20 03:00,8.9
192,柳林,2019-07-20 04:00,5.6
192,柳林,2019-07-20 05:00,3
192,柳林,2019-07-20 06:00,7.5
192,柳林,2019-07-20 07:00,5
192,柳林,2019-07-20 08:00,2.5
192,柳林,2019-07-20 09:00,7.8
192,柳林,2019-07-20 10:00,5.3
192,柳林,2019-07-20 11:00,12.5
192,柳林,2019-07-20 12:00,.2
192,柳林,2019-07-20 13:00,0
192,柳林,2019-07-20 14:00,1.2
192,柳林,2019-07-20 15:00,3.3
192,柳林,2019-07-20 16:00,3.2
192,柳林,2019-07-20 17:00,.1
192,柳林,2019-07-20 18:00,4.3
192,柳林,2019-07-20 19:00,2.2
192,柳林,2019-07-20 20:00,5
192,柳林,2019-07-20 21:00,5
192,柳林,2019-07-20 22:00,5.1
192,柳林,2019-07-20 23:00,5.4
192,柳林,2019-07-21 00:00,5
192,柳林,2019-07-21 01:00,9.1
192,柳林,2019-07-21 02:00,7.5
192,柳林,2019-07-21 03:00,3.2
192,柳林,2019-07-21 04:00,2.2
192,柳林,2019-07-21 05:00,1
192,柳林,2019-07-21 06:00,1
192,柳林,2019-07-21 07:00,0
192,柳林,2019-07-25 05:00,0
192,柳林,2019-07-26 06:00,0
192,柳林,2019-07-26 07:00,0
192,柳林,2019-07-27 00:00,0
192,柳林,2019-07-27 07:00,.1
192,柳林,2019-07-27 08:00,0
192,柳林,2019-07-27 09:00,.3
192,柳林,2019-07-27 12:00,.2
192,柳林,2019-07-27 13:00,0
192,柳林,2019-07-27 14:00,0
192,柳林,2019-07-27 19:00,0
192,柳林,2019-08-06 16:00,0
192,柳林,2019-08-06 17:00,.2
192,柳林,2019-08-06 18:00,.9
192,柳林,2019-08-06 19:00,.3
192,柳林,2019-08-06 20:00,0
192,柳林,2019-08-06 21:00,.3
192,柳林,2019-08-06 22:00,3.1
192,柳林,2019-08-06 23:00,2.4
192,柳林,2019-08-07 00:00,.1
192,柳林,2019-08-07 04:00,0
192,柳林,2019-08-12 05:00,0
192,柳林,2019-08-12 07:00,0
192,柳林,2019-08-12 08:00,.2
192,柳林,2019-08-12 12:00,0
192,柳林,2019-08-12 13:00,0
192,柳林,2019-08-13 18:00,2.2
192,柳林,2019-08-14 23:00,.3
192,柳林,2019-08-15 00:00,.3
192,柳林,2019-08-15 01:00,.3
192,柳林,2019-08-15 02:00,0
192,柳林,2019-08-20 16:00,.2
192,柳林,2019-08-21 10:00,0
192,柳林,2019-08-21 11:00,0
192,柳林,2019-08-21 16:00,.7
192,柳林,2019-08-21 17:00,1.9
192,柳林,2019-08-21 18:00,0
192,柳林,2019-08-21 19:00,.2
192,柳林,2019-08-21 20:00,6
192,柳林,2019-08-21 21:00,4.2
192,柳林,2019-08-21 22:00,.1
192,柳林,2019-08-21 23:00,0
192,柳林,2019-08-22 00:00,.2
192,柳林,2019-08-22 01:00,.2
192,柳林,2019-08-22 02:00,2
192,柳林,2019-08-22 03:00,4.6
192,柳林,2019-08-22 04:00,1
192,柳林,2019-08-22 05:00,3.2
192,柳林,2019-08-22 06:00,2.6
192,柳林,2019-08-22 07:00,7.7
192,柳林,2019-08-22 08:00,.3
192,柳林,2019-08-22 09:00,1.8
192,柳林,2019-08-22 10:00,3.7
192,柳林,2019-08-22 11:00,2.1
192,柳林,2019-08-22 12:00,.6
192,柳林,2019-08-23 11:00,0
192,柳林,2019-08-23 13:00,0
192,柳林,2019-08-25 09:00,.2
192,柳林,2019-08-25 10:00,.1
192,柳林,2019-08-25 11:00,0
192,柳林,2019-08-25 12:00,0
192,柳林,2019-08-25 13:00,0
192,柳林,2019-08-27 03:00,.5
192,柳林,2019-08-27 04:00,.1
192,柳林,2019-08-27 07:00,.5
192,柳林,2019-08-27 08:00,.2
192,柳林,2019-08-27 09:00,1
192,柳林,2019-08-27 10:00,4.2
192,柳林,2019-08-27 11:00,.7
192,柳林,2019-08-27 12:00,.4
192,柳林,2019-08-27 13:00,1.6
192,柳林,2019-08-27 14:00,1.5
192,柳林,2019-08-27 15:00,0
192,柳林,2019-08-27 16:00,0
192,柳林,2019-08-27 19:00,0
192,柳林,2019-08-27 20:00,0
192,柳林,2019-08-27 22:00,0
192,柳林,2019-08-28 06:00,0
192,柳林,2019-08-28 07:00,0
192,柳林,2019-08-28 08:00,0
192,柳林,2019-08-28 09:00,0
192,柳林,2019-08-28 10:00,.3
192,柳林,2019-08-28 17:00,0
192,柳林,2019-08-28 18:00,0
192,柳林,2019-08-29 07:00,0
192,柳林,2019-08-29 08:00,.1
192,柳林,2019-08-29 12:00,.1
192,柳林,2019-08-29 13:00,0
192,柳林,2019-08-29 14:00,0
192,柳林,2019-09-01 15:00,0
192,柳林,2019-09-01 16:00,.6
192,柳林,2019-09-01 17:00,.5
192,柳林,2019-09-01 18:00,.6
192,柳林,2019-09-01 19:00,.2
192,柳林,2019-09-01 20:00,.2
192,柳林,2019-09-01 21:00,.2
192,柳林,2019-09-01 23:00,0
192,柳林,2019-09-02 00:00,0
192,柳林,2019-09-02 01:00,0
192,柳林,2019-09-02 02:00,.1
192,柳林,2019-09-02 04:00,0
192,柳林,2019-09-02 05:00,0
192,柳林,2019-09-02 06:00,.2
192,柳林,2019-09-02 08:00,.3
192,柳林,2019-09-02 09:00,6.2
192,柳林,2019-09-02 10:00,7.2
192,柳林,2019-09-02 11:00,2.2
192,柳林,2019-09-02 12:00,2.3
192,柳林,2019-09-02 13:00,2.2
192,柳林,2019-09-02 14:00,.3
192,柳林,2019-09-02 15:00,.1
192,柳林,2019-09-02 16:00,.1
192,柳林,2019-09-02 18:00,.8
192,柳林,2019-09-02 19:00,.2
192,柳林,2019-09-02 20:00,.1
192,柳林,2019-09-02 21:00,.1
192,柳林,2019-09-02 22:00,1.7
192,柳林,2019-09-02 23:00,.6
192,柳林,2019-09-03 00:00,.2
192,柳林,2019-09-03 01:00,.1
192,柳林,2019-09-03 02:00,.3
192,柳林,2019-09-03 03:00,0
192,柳林,2019-09-03 06:00,1.4
192,柳林,2019-09-03 07:00,51.2
192,柳林,2019-09-03 08:00,6.2
192,柳林,2019-09-03 09:00,7.5
192,柳林,2019-09-03 10:00,10.8
192,柳林,2019-09-03 11:00,6.3
192,柳林,2019-09-03 12:00,9
192,柳林,2019-09-03 13:00,.1
192,柳林,2019-09-03 16:00,0
192,柳林,2019-09-03 17:00,0
192,柳林,2019-09-03 18:00,.1
192,柳林,2019-09-03 19:00,2
192,柳林,2019-09-03 20:00,0
192,柳林,2019-09-03 21:00,0
192,柳林,2019-09-03 22:00,.3
192,柳林,2019-09-03 23:00,.4
192,柳林,2019-09-04 00:00,.2
192,柳林,2019-09-04 01:00,0
192,柳林,2019-09-04 03:00,3
192,柳林,2019-09-04 04:00,.4
192,柳林,2019-09-04 07:00,.2
192,柳林,2019-09-04 08:00,0
192,柳林,2019-09-04 10:00,0
192,柳林,2019-09-04 11:00,.4
192,柳林,2019-09-04 12:00,.3
192,柳林,2019-09-04 13:00,0
192,柳林,2019-09-04 14:00,0
192,柳林,2019-09-04 15:00,0
192,柳林,2019-09-04 17:00,.1
192,柳林,2019-09-04 19:00,0
192,柳林,2019-09-04 20:00,7
192,柳林,2019-09-04 21:00,.1
192,柳林,2019-09-05 13:00,.9
192,柳林,2019-09-05 14:00,6.1
192,柳林,2019-09-06 21:00,0
192,柳林,2019-09-06 22:00,.1
192,柳林,2019-09-06 23:00,.2
192,柳林,2019-09-07 00:00,1.5
192,柳林,2019-09-07 01:00,1.2
192,柳林,2019-09-07 02:00,1.6
192,柳林,2019-09-07 03:00,.4
192,柳林,2019-09-07 04:00,.3
192,柳林,2019-09-07 05:00,3.2
192,柳林,2019-09-07 06:00,3.8
192,柳林,2019-09-07 07:00,1.4
192,柳林,2019-09-07 08:00,11.7
192,柳林,2019-09-07 09:00,.4
192,柳林,2019-09-07 10:00,2.1
192,柳林,2019-09-07 11:00,.9
192,柳林,2019-09-07 12:00,0
192,柳林,2019-09-07 13:00,0
192,柳林,2019-09-07 14:00,0
192,柳林,2019-09-07 15:00,0
192,柳林,2019-09-08 12:00,0
192,柳林,2019-09-08 21:00,0
192,柳林,2019-09-08 22:00,.2
192,柳林,2019-09-09 16:00,0
192,柳林,2019-09-09 17:00,.7
192,柳林,2019-09-09 18:00,0
192,柳林,2019-09-09 20:00,0
192,柳林,2019-09-10 01:00,.2
192,柳林,2019-09-11 08:00,.6
192,柳林,2019-09-11 09:00,.2
192,柳林,2019-09-11 22:00,.1
192,柳林,2019-09-11 23:00,.8
192,柳林,2019-09-12 00:00,.1
192,柳林,2019-09-12 15:00,0
192,柳林,2019-09-12 16:00,0
192,柳林,2019-09-12 17:00,.2
192,柳林,2019-09-12 18:00,.3
192,柳林,2019-09-12 19:00,0
192,柳林,2019-09-21 02:00,0
192,柳林,2019-09-21 03:00,.7
192,柳林,2019-09-21 04:00,.1
192,柳林,2019-09-21 05:00,1.2
192,柳林,2019-09-21 06:00,.9
192,柳林,2019-09-21 07:00,.7
192,柳林,2019-09-21 08:00,.3
192,柳林,2019-09-21 09:00,.5
192,柳林,2019-09-21 10:00,.4
192,柳林,2019-09-21 11:00,0
192,柳林,2019-09-21 12:00,.6
192,柳林,2019-09-21 13:00,1.3
192,柳林,2019-09-21 14:00,7.3
192,柳林,2019-09-21 15:00,8.6
192,柳林,2019-09-21 16:00,8.6
192,柳林,2019-09-21 17:00,6
192,柳林,2019-09-21 18:00,4.2
192,柳林,2019-09-21 19:00,5.6
192,柳林,2019-09-21 20:00,7.6
192,柳林,2019-09-21 21:00,6.8
192,柳林,2019-09-21 22:00,3.7
192,柳林,2019-09-21 23:00,6.4
192,柳林,2019-09-22 00:00,3
192,柳林,2019-09-22 01:00,1.3
192,柳林,2019-09-22 02:00,3
192,柳林,2019-09-22 03:00,2.5
192,柳林,2019-09-22 04:00,3
192,柳林,2019-09-22 05:00,4.5
192,柳林,2019-09-22 06:00,6.6
192,柳林,2019-09-22 07:00,6.5
192,柳林,2019-09-22 08:00,10.3
192,柳林,2019-09-22 09:00,4.9
192,柳林,2019-09-22 10:00,4.7
192,柳林,2019-09-22 11:00,4.9
192,柳林,2019-09-22 12:00,4.3
192,柳林,2019-09-22 13:00,4.2
192,柳林,2019-09-22 14:00,3.1
192,柳林,2019-09-22 15:00,3.2
192,柳林,2019-09-22 16:00,4
192,柳林,2019-09-22 17:00,7.7
192,柳林,2019-09-22 18:00,6.2
192,柳林,2019-09-22 19:00,6.6
192,柳林,2019-09-22 20:00,7.1
192,柳林,2019-09-22 21:00,.6
192,柳林,2019-09-23 04:00,0
192,柳林,2019-09-23 05:00,.1
192,柳林,2019-09-23 15:00,0
192,柳林,2019-09-23 16:00,0
192,柳林,2019-09-27 18:00,0
192,柳林,2019-09-27 19:00,0
192,柳林,2019-09-27 20:00,0
192,柳林,2019-09-27 21:00,.2
192,柳林,2019-09-27 22:00,1.4
192,柳林,2019-09-27 23:00,.7
192,柳林,2019-09-28 00:00,1.1
192,柳林,2019-09-28 01:00,.9
192,柳林,2019-09-28 04:00,0
192,柳林,2019-09-28 05:00,.1
192,柳林,2019-09-28 06:00,.1
192,柳林,2019-09-28 08:00,.1
192,柳林,2019-09-30 13:00,0
192,柳林,2019-10-01 07:00,0
192,柳林,2019-10-01 08:00,.2
192,柳林,2019-10-01 09:00,2.3
192,柳林,2019-10-01 10:00,6.1
192,柳林,2019-10-01 11:00,1.7
192,柳林,2019-10-01 12:00,1.1
192,柳林,2019-10-01 13:00,0
192,柳林,2019-10-01 14:00,.2
192,柳林,2019-10-01 15:00,1.6
192,柳林,2019-10-01 16:00,1.3
192,柳林,2019-10-01 17:00,1.1
192,柳林,2019-10-01 18:00,.2
192,柳林,2019-10-01 19:00,.1
192,柳林,2019-10-01 20:00,0
192,柳林,2019-10-01 21:00,.1
192,柳林,2019-10-02 00:00,.5
192,柳林,2019-10-02 01:00,.3
192,柳林,2019-10-02 02:00,.3
192,柳林,2019-10-02 03:00,.6
192,柳林,2019-10-02 04:00,.3
192,柳林,2019-10-02 05:00,.5
192,柳林,2019-10-02 06:00,1.9
192,柳林,2019-10-02 07:00,8.4
192,柳林,2019-10-02 08:00,4.3
192,柳林,2019-10-02 09:00,6.4
192,柳林,2019-10-02 10:00,6.4
192,柳林,2019-10-02 11:00,11.7
192,柳林,2019-10-02 12:00,6.8
192,柳林,2019-10-02 13:00,7.6
192,柳林,2019-10-02 14:00,4.7
192,柳林,2019-10-02 15:00,29.7
192,柳林,2019-10-02 16:00,8.8
192,柳林,2019-10-02 17:00,13.5
192,柳林,2019-10-02 18:00,7.3
192,柳林,2019-10-02 19:00,10.9
192,柳林,2019-10-02 20:00,1.8
192,柳林,2019-10-02 21:00,2
