瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2020-05-31 08:00,0
192,柳林,2020-05-31 09:00,0
192,柳林,2020-05-31 10:00,0
192,柳林,2020-06-02 18:00,0
192,柳林,2020-06-06 17:00,0
192,柳林,2020-06-06 18:00,2.5
192,柳林,2020-06-06 19:00,0
192,柳林,2020-06-10 19:00,0
192,柳林,2020-06-10 20:00,0
192,柳林,2020-06-10 21:00,0
192,柳林,2020-06-10 22:00,0
192,柳林,2020-06-11 00:00,.4
192,柳林,2020-06-11 01:00,.4
192,柳林,2020-06-11 02:00,1.2
192,柳林,2020-06-11 03:00,.6
192,柳林,2020-06-11 04:00,.6
192,柳林,2020-06-11 05:00,.3
192,柳林,2020-06-11 06:00,.1
192,柳林,2020-06-12 20:00,0
192,柳林,2020-06-12 23:00,0
192,柳林,2020-06-13 00:00,11.2
192,柳林,2020-06-13 01:00,6.4
192,柳林,2020-06-13 02:00,9.6
192,柳林,2020-06-13 03:00,4.8
192,柳林,2020-06-13 04:00,10
192,柳林,2020-06-13 05:00,4
192,柳林,2020-06-13 06:00,1.6
192,柳林,2020-06-13 07:00,.9
192,柳林,2020-06-13 08:00,.1
192,柳林,2020-06-13 09:00,.1
192,柳林,2020-06-13 18:00,0
192,柳林,2020-06-13 20:00,0
192,柳林,2020-06-13 22:00,1.9
192,柳林,2020-06-13 23:00,.2
192,柳林,2020-06-14 02:00,0
192,柳林,2020-06-14 04:00,1.6
192,柳林,2020-06-14 05:00,1.4
192,柳林,2020-06-14 06:00,.8
192,柳林,2020-06-14 07:00,.1
192,柳林,2020-06-14 08:00,.4
192,柳林,2020-06-14 09:00,3.7
192,柳林,2020-06-14 10:00,1.5
192,柳林,2020-06-14 11:00,2.1
192,柳林,2020-06-14 12:00,0
192,柳林,2020-06-17 21:00,0
192,柳林,2020-06-17 22:00,0
192,柳林,2020-06-17 23:00,.1
192,柳林,2020-06-18 00:00,.4
192,柳林,2020-06-18 01:00,.1
192,柳林,2020-06-18 02:00,.8
192,柳林,2020-06-18 03:00,1
192,柳林,2020-06-18 04:00,1.3
192,柳林,2020-06-18 05:00,.5
192,柳林,2020-06-18 06:00,1.4
192,柳林,2020-06-18 07:00,.9
192,柳林,2020-06-18 08:00,2.9
192,柳林,2020-06-18 09:00,2.6
192,柳林,2020-06-18 10:00,2.8
192,柳林,2020-06-18 11:00,.8
192,柳林,2020-06-18 12:00,1.3
192,柳林,2020-06-18 13:00,2.4
192,柳林,2020-06-18 14:00,4.2
192,柳林,2020-06-18 15:00,3.4
192,柳林,2020-06-18 16:00,1.5
192,柳林,2020-06-18 17:00,3.1
192,柳林,2020-06-18 18:00,3.4
192,柳林,2020-06-18 19:00,3.2
192,柳林,2020-06-18 20:00,.8
192,柳林,2020-06-18 21:00,.1
192,柳林,2020-06-18 23:00,0
192,柳林,2020-06-19 02:00,.9
192,柳林,2020-06-19 03:00,.9
192,柳林,2020-06-19 04:00,0
192,柳林,2020-06-19 05:00,.2
192,柳林,2020-06-19 06:00,0
192,柳林,2020-06-19 07:00,0
192,柳林,2020-06-19 08:00,0
192,柳林,2020-06-19 09:00,.2
192,柳林,2020-06-24 11:00,0
192,柳林,2020-06-24 12:00,.1
192,柳林,2020-06-24 13:00,.1
192,柳林,2020-06-24 14:00,.1
192,柳林,2020-06-24 15:00,.9
192,柳林,2020-06-24 16:00,4.3
192,柳林,2020-06-24 17:00,3.1
192,柳林,2020-06-24 18:00,6.1
192,柳林,2020-06-24 19:00,5.1
192,柳林,2020-06-24 20:00,3.3
192,柳林,2020-06-24 21:00,2.5
192,柳林,2020-06-24 22:00,.7
192,柳林,2020-06-24 23:00,.3
192,柳林,2020-06-25 00:00,.3
192,柳林,2020-06-25 02:00,0
192,柳林,2020-06-25 03:00,.1
192,柳林,2020-06-25 08:00,.1
192,柳林,2020-06-25 09:00,0
192,柳林,2020-06-25 13:00,.6
192,柳林,2020-06-25 14:00,.1
192,柳林,2020-06-25 15:00,1.6
192,柳林,2020-06-25 16:00,.2
192,柳林,2020-06-25 17:00,.1
192,柳林,2020-06-25 18:00,0
192,柳林,2020-06-25 20:00,.1
192,柳林,2020-06-29 13:00,.2
192,柳林,2020-06-29 14:00,3.4
192,柳林,2020-06-29 15:00,5.3
192,柳林,2020-06-29 16:00,4.9
192,柳林,2020-06-29 17:00,15.1
192,柳林,2020-06-29 18:00,.5
192,柳林,2020-06-29 19:00,2.5
192,柳林,2020-06-29 20:00,6.6
192,柳林,2020-06-29 21:00,12.6
192,柳林,2020-06-29 22:00,14.3
192,柳林,2020-06-29 23:00,23.9
192,柳林,2020-06-30 00:00,3.3
192,柳林,2020-06-30 01:00,1.2
192,柳林,2020-06-30 02:00,.6
192,柳林,2020-06-30 04:00,0
192,柳林,2020-06-30 05:00,.1
192,柳林,2020-06-30 06:00,.2
192,柳林,2020-07-03 08:00,0
192,柳林,2020-07-03 10:00,0
192,柳林,2020-07-03 11:00,.6
192,柳林,2020-07-03 12:00,.7
192,柳林,2020-07-03 13:00,.4
192,柳林,2020-07-03 14:00,.2
192,柳林,2020-07-03 15:00,0
192,柳林,2020-07-03 16:00,.1
192,柳林,2020-07-03 17:00,0
192,柳林,2020-07-03 18:00,0
192,柳林,2020-07-03 19:00,.2
192,柳林,2020-07-03 20:00,1.4
192,柳林,2020-07-03 21:00,5.1
192,柳林,2020-07-03 22:00,1.7
192,柳林,2020-07-06 12:00,0
192,柳林,2020-07-09 16:00,0
192,柳林,2020-07-09 18:00,0
192,柳林,2020-07-09 21:00,.2
192,柳林,2020-07-09 22:00,.4
192,柳林,2020-07-09 23:00,2
192,柳林,2020-07-10 00:00,0
192,柳林,2020-07-10 02:00,.1
192,柳林,2020-07-10 03:00,6.2
192,柳林,2020-07-10 04:00,12
192,柳林,2020-07-10 05:00,8.4
192,柳林,2020-07-10 06:00,7.3
192,柳林,2020-07-10 07:00,7.6
192,柳林,2020-07-10 08:00,6.3
192,柳林,2020-07-10 09:00,11
192,柳林,2020-07-10 10:00,3
192,柳林,2020-07-10 11:00,.7
192,柳林,2020-07-12 09:00,0
192,柳林,2020-07-12 10:00,0
192,柳林,2020-07-12 11:00,.2
192,柳林,2020-07-12 12:00,1.4
192,柳林,2020-07-12 13:00,2.3
192,柳林,2020-07-12 14:00,.8
192,柳林,2020-07-12 15:00,.6
192,柳林,2020-07-12 16:00,3.6
192,柳林,2020-07-12 17:00,4
192,柳林,2020-07-12 18:00,5.5
192,柳林,2020-07-12 19:00,9
192,柳林,2020-07-12 20:00,10.5
192,柳林,2020-07-12 21:00,12
192,柳林,2020-07-12 22:00,2.5
192,柳林,2020-07-12 23:00,7.8
192,柳林,2020-07-13 00:00,10.8
192,柳林,2020-07-13 01:00,2.2
192,柳林,2020-07-13 02:00,2.2
192,柳林,2020-07-13 03:00,5.4
192,柳林,2020-07-13 04:00,6.5
192,柳林,2020-07-13 05:00,7.5
192,柳林,2020-07-13 06:00,13.3
192,柳林,2020-07-13 07:00,16.8
192,柳林,2020-07-13 08:00,14.9
192,柳林,2020-07-13 09:00,16.7
192,柳林,2020-07-13 10:00,14.6
192,柳林,2020-07-13 11:00,7.2
192,柳林,2020-07-13 12:00,3.1
192,柳林,2020-07-13 13:00,1.5
192,柳林,2020-07-13 14:00,2.9
192,柳林,2020-07-13 15:00,1.7
192,柳林,2020-07-13 16:00,.7
192,柳林,2020-07-13 17:00,.2
192,柳林,2020-07-13 18:00,.1
192,柳林,2020-07-13 19:00,.4
192,柳林,2020-07-13 20:00,.3
192,柳林,2020-07-13 21:00,.9
192,柳林,2020-07-13 22:00,.6
192,柳林,2020-07-13 23:00,.8
192,柳林,2020-07-14 00:00,.6
192,柳林,2020-07-14 01:00,.5
192,柳林,2020-07-14 02:00,.4
192,柳林,2020-07-14 03:00,.3
192,柳林,2020-07-14 04:00,.2
192,柳林,2020-07-14 05:00,.1
192,柳林,2020-07-14 06:00,.1
192,柳林,2020-07-14 15:00,0
192,柳林,2020-07-14 16:00,0
192,柳林,2020-07-14 17:00,.6
192,柳林,2020-07-14 18:00,0
192,柳林,2020-07-14 19:00,.1
192,柳林,2020-07-14 20:00,.5
192,柳林,2020-07-14 21:00,.8
192,柳林,2020-07-14 22:00,2
192,柳林,2020-07-14 23:00,2
192,柳林,2020-07-15 00:00,.3
192,柳林,2020-07-15 02:00,0
192,柳林,2020-07-15 03:00,.5
192,柳林,2020-07-15 04:00,.2
192,柳林,2020-07-15 05:00,.1
192,柳林,2020-07-15 06:00,.6
192,柳林,2020-07-15 07:00,.4
192,柳林,2020-07-15 08:00,.6
192,柳林,2020-07-15 09:00,1
192,柳林,2020-07-15 10:00,1.1
192,柳林,2020-07-15 11:00,.3
192,柳林,2020-07-15 13:00,.4
192,柳林,2020-07-15 14:00,1.1
192,柳林,2020-07-15 17:00,0
192,柳林,2020-07-15 18:00,.9
192,柳林,2020-07-15 19:00,.1
192,柳林,2020-07-15 23:00,.2
192,柳林,2020-07-19 03:00,0
192,柳林,2020-07-19 05:00,0
192,柳林,2020-07-19 07:00,0
192,柳林,2020-07-19 08:00,.1
192,柳林,2020-07-19 09:00,3.9
192,柳林,2020-07-19 10:00,.6
192,柳林,2020-07-19 11:00,1.1
192,柳林,2020-07-19 12:00,.5
192,柳林,2020-07-19 20:00,0
192,柳林,2020-07-19 21:00,.1
192,柳林,2020-07-19 22:00,.3
192,柳林,2020-07-20 02:00,0
192,柳林,2020-07-20 03:00,.2
192,柳林,2020-07-20 04:00,.1
192,柳林,2020-07-20 05:00,.1
192,柳林,2020-07-20 06:00,0
192,柳林,2020-07-20 10:00,.3
192,柳林,2020-07-20 12:00,0
192,柳林,2020-07-20 13:00,0
192,柳林,2020-07-21 01:00,0
192,柳林,2020-07-21 02:00,1.5
192,柳林,2020-07-21 03:00,6.7
192,柳林,2020-07-21 04:00,.1
192,柳林,2020-07-21 10:00,0
192,柳林,2020-07-21 22:00,0
192,柳林,2020-07-21 23:00,0
192,柳林,2020-07-22 02:00,.3
192,柳林,2020-07-22 03:00,9.4
192,柳林,2020-07-22 04:00,7.9
192,柳林,2020-07-22 05:00,2.9
192,柳林,2020-07-22 06:00,.2
192,柳林,2020-07-22 08:00,4.1
192,柳林,2020-07-22 09:00,.5
192,柳林,2020-07-22 12:00,0
192,柳林,2020-07-22 13:00,5.5
192,柳林,2020-07-22 14:00,3.6
192,柳林,2020-07-22 15:00,.7
192,柳林,2020-07-22 16:00,.2
192,柳林,2020-07-22 17:00,.2
192,柳林,2020-07-22 18:00,.4
192,柳林,2020-07-22 19:00,.2
192,柳林,2020-07-23 05:00,0
192,柳林,2020-07-23 06:00,1.3
192,柳林,2020-07-23 07:00,1.7
192,柳林,2020-07-23 08:00,1.2
192,柳林,2020-07-23 09:00,1.1
192,柳林,2020-07-23 10:00,.3
192,柳林,2020-07-23 11:00,2.1
192,柳林,2020-07-23 12:00,2.1
192,柳林,2020-07-23 13:00,3.3
192,柳林,2020-07-23 14:00,7.1
192,柳林,2020-07-23 15:00,2.5
192,柳林,2020-07-23 16:00,1
192,柳林,2020-07-23 17:00,2.5
192,柳林,2020-07-23 18:00,3.3
192,柳林,2020-07-23 19:00,24.2
192,柳林,2020-07-23 20:00,13.3
192,柳林,2020-07-23 21:00,16.7
192,柳林,2020-07-23 22:00,19.1
192,柳林,2020-07-23 23:00,0
192,柳林,2020-07-24 00:00,0
192,柳林,2020-07-24 07:00,0
192,柳林,2020-07-24 08:00,.3
192,柳林,2020-07-24 09:00,.1
192,柳林,2020-07-24 10:00,0
192,柳林,2020-07-24 11:00,0
192,柳林,2020-07-24 12:00,.3
192,柳林,2020-07-24 13:00,.2
192,柳林,2020-07-24 14:00,.1
192,柳林,2020-07-24 16:00,1.1
192,柳林,2020-07-24 17:00,3.6
192,柳林,2020-07-24 18:00,.8
192,柳林,2020-07-24 19:00,.9
192,柳林,2020-07-24 20:00,1.4
192,柳林,2020-07-24 21:00,.3
192,柳林,2020-07-24 22:00,.1
192,柳林,2020-07-25 00:00,.1
192,柳林,2020-07-25 01:00,0
192,柳林,2020-07-25 15:00,3.4
192,柳林,2020-07-25 16:00,.9
192,柳林,2020-07-25 17:00,0
192,柳林,2020-07-25 18:00,.9
192,柳林,2020-07-27 06:00,0
192,柳林,2020-07-27 07:00,.1
192,柳林,2020-07-27 11:00,0
192,柳林,2020-07-27 14:00,1.3
192,柳林,2020-07-27 15:00,4.2
192,柳林,2020-07-27 16:00,7.6
192,柳林,2020-07-27 17:00,12.8
192,柳林,2020-07-27 18:00,8.2
192,柳林,2020-07-27 19:00,2.6
192,柳林,2020-07-27 20:00,2.2
192,柳林,2020-07-27 21:00,1.3
192,柳林,2020-07-27 22:00,.3
192,柳林,2020-07-27 23:00,.2
192,柳林,2020-07-28 00:00,.6
192,柳林,2020-07-28 01:00,.2
192,柳林,2020-07-28 02:00,.1
192,柳林,2020-07-28 03:00,6.2
192,柳林,2020-07-28 04:00,5.4
192,柳林,2020-07-28 06:00,.1
192,柳林,2020-07-28 16:00,5.2
192,柳林,2020-07-28 17:00,.1
192,柳林,2020-07-28 18:00,4.4
192,柳林,2020-07-28 19:00,0
192,柳林,2020-07-28 20:00,.2
192,柳林,2020-07-28 21:00,0
192,柳林,2020-07-28 22:00,0
192,柳林,2020-07-29 08:00,0
192,柳林,2020-07-29 10:00,0
192,柳林,2020-07-29 11:00,4.1
192,柳林,2020-07-29 13:00,2.9
192,柳林,2020-07-29 14:00,13.4
192,柳林,2020-07-29 15:00,2.1
192,柳林,2020-07-29 16:00,.7
192,柳林,2020-07-29 17:00,.3
192,柳林,2020-07-29 19:00,.2
192,柳林,2020-07-29 20:00,0
192,柳林,2020-07-30 03:00,0
192,柳林,2020-07-30 04:00,.1
192,柳林,2020-07-30 05:00,0
192,柳林,2020-07-30 13:00,37.5
192,柳林,2020-07-30 14:00,5.1
192,柳林,2020-07-30 15:00,3.3
192,柳林,2020-07-30 16:00,2.4
192,柳林,2020-07-30 17:00,0
192,柳林,2020-08-05 10:00,5
192,柳林,2020-08-05 11:00,2.3
192,柳林,2020-08-05 12:00,.1
192,柳林,2020-08-05 19:00,.5
192,柳林,2020-08-05 20:00,2.7
192,柳林,2020-08-05 21:00,7.9
192,柳林,2020-08-05 22:00,6.6
192,柳林,2020-08-05 23:00,1.5
192,柳林,2020-08-06 03:00,.1
192,柳林,2020-08-06 04:00,1.7
192,柳林,2020-08-06 05:00,.2
192,柳林,2020-08-06 06:00,1.1
192,柳林,2020-08-06 10:00,.5
192,柳林,2020-08-06 11:00,0
192,柳林,2020-08-06 12:00,1.2
192,柳林,2020-08-06 13:00,6.3
192,柳林,2020-08-06 14:00,0
192,柳林,2020-08-06 15:00,.3
192,柳林,2020-08-06 16:00,.4
192,柳林,2020-08-07 03:00,3.2
192,柳林,2020-08-07 04:00,5.9
192,柳林,2020-08-07 05:00,.4
192,柳林,2020-08-07 06:00,.1
192,柳林,2020-08-07 07:00,.5
192,柳林,2020-08-07 08:00,1
192,柳林,2020-08-07 09:00,17.1
192,柳林,2020-08-07 12:00,0
192,柳林,2020-08-07 13:00,.7
192,柳林,2020-08-07 14:00,.1
192,柳林,2020-08-07 15:00,1.2
192,柳林,2020-08-07 16:00,3.5
192,柳林,2020-08-07 17:00,14.8
192,柳林,2020-08-07 18:00,14.1
192,柳林,2020-08-07 19:00,4
192,柳林,2020-08-07 20:00,2.2
192,柳林,2020-08-07 21:00,1.5
192,柳林,2020-08-07 22:00,1.7
192,柳林,2020-08-07 23:00,6.4
192,柳林,2020-08-08 00:00,11.9
192,柳林,2020-08-08 01:00,5.5
192,柳林,2020-08-08 02:00,52.2
192,柳林,2020-08-08 03:00,6
192,柳林,2020-08-08 04:00,2.4
192,柳林,2020-08-08 05:00,6
192,柳林,2020-08-08 06:00,4.6
192,柳林,2020-08-08 07:00,1.1
192,柳林,2020-08-08 08:00,4.1
192,柳林,2020-08-08 09:00,5.9
192,柳林,2020-08-08 10:00,2.8
192,柳林,2020-08-08 11:00,1.6
192,柳林,2020-08-08 12:00,4.5
192,柳林,2020-08-08 13:00,4.1
192,柳林,2020-08-08 14:00,2.7
192,柳林,2020-08-08 15:00,0
192,柳林,2020-08-08 16:00,1.2
192,柳林,2020-08-08 17:00,1
192,柳林,2020-08-08 18:00,1.4
192,柳林,2020-08-08 19:00,.4
192,柳林,2020-08-09 01:00,.4
192,柳林,2020-08-09 02:00,.1
192,柳林,2020-08-09 03:00,0
192,柳林,2020-08-09 20:00,.1
192,柳林,2020-08-09 22:00,0
192,柳林,2020-08-09 23:00,.5
192,柳林,2020-08-10 01:00,2.2
192,柳林,2020-08-10 02:00,4
192,柳林,2020-08-10 03:00,1.1
192,柳林,2020-08-10 04:00,.5
192,柳林,2020-08-10 05:00,.8
192,柳林,2020-08-10 06:00,.6
192,柳林,2020-08-10 07:00,18.6
192,柳林,2020-08-10 08:00,8.7
192,柳林,2020-08-10 09:00,.3
192,柳林,2020-08-10 10:00,.1
192,柳林,2020-08-10 11:00,0
192,柳林,2020-08-10 12:00,.4
192,柳林,2020-08-10 13:00,.7
192,柳林,2020-08-10 14:00,.8
192,柳林,2020-08-10 15:00,10.9
192,柳林,2020-08-10 16:00,5.1
192,柳林,2020-08-10 17:00,12.5
192,柳林,2020-08-10 18:00,1.4
192,柳林,2020-08-10 23:00,0
192,柳林,2020-08-11 00:00,.2
192,柳林,2020-08-11 12:00,3.1
192,柳林,2020-08-11 13:00,3.4
192,柳林,2020-08-11 14:00,14.3
192,柳林,2020-08-11 15:00,.2
192,柳林,2020-08-11 16:00,.5
192,柳林,2020-08-11 17:00,.3
192,柳林,2020-08-11 18:00,0
192,柳林,2020-08-11 19:00,.1
192,柳林,2020-08-12 07:00,.2
192,柳林,2020-08-12 08:00,0
192,柳林,2020-08-12 09:00,0
192,柳林,2020-08-12 10:00,.5
192,柳林,2020-08-12 12:00,.1
192,柳林,2020-08-12 13:00,1
192,柳林,2020-08-25 12:00,0
192,柳林,2020-08-25 13:00,0
192,柳林,2020-08-26 00:00,0
192,柳林,2020-08-26 12:00,0
192,柳林,2020-08-26 13:00,.1
192,柳林,2020-08-26 14:00,0
192,柳林,2020-08-26 15:00,0
192,柳林,2020-08-26 16:00,.4
192,柳林,2020-08-26 18:00,.7
192,柳林,2020-08-26 19:00,3.4
192,柳林,2020-08-26 20:00,.1
192,柳林,2020-08-26 21:00,.4
192,柳林,2020-08-26 22:00,1.7
192,柳林,2020-08-26 23:00,1
192,柳林,2020-08-27 00:00,.5
192,柳林,2020-08-27 01:00,2
192,柳林,2020-08-27 02:00,1.1
192,柳林,2020-08-27 03:00,3.3
192,柳林,2020-08-27 04:00,2.8
192,柳林,2020-08-27 05:00,.9
192,柳林,2020-08-27 14:00,0
192,柳林,2020-08-27 17:00,0
192,柳林,2020-08-27 18:00,0
192,柳林,2020-08-27 19:00,1.6
192,柳林,2020-08-27 20:00,.4
