瘤痢,瘤痢疙,老矫,碍荐樊(mm)
192,柳林,2016-06-21 10:00,.5
192,柳林,2016-06-21 11:00,.8
192,柳林,2016-06-21 12:00,.1
192,柳林,2016-06-21 13:00,.2
192,柳林,2016-06-21 14:00,.4
192,柳林,2016-06-21 15:00,0
192,柳林,2016-06-22 01:00,0
192,柳林,2016-06-22 09:00,.2
192,柳林,2016-06-22 10:00,0
192,柳林,2016-06-22 11:00,0
192,柳林,2016-06-22 12:00,1.1
192,柳林,2016-06-22 13:00,2.6
192,柳林,2016-06-22 14:00,1.1
192,柳林,2016-06-22 15:00,.3
192,柳林,2016-06-22 16:00,2.1
192,柳林,2016-06-22 17:00,1.7
192,柳林,2016-06-22 18:00,2.2
192,柳林,2016-06-22 19:00,.2
192,柳林,2016-06-22 20:00,.3
192,柳林,2016-06-22 21:00,0
192,柳林,2016-06-24 04:00,.1
192,柳林,2016-06-24 05:00,.7
192,柳林,2016-06-24 06:00,7.4
192,柳林,2016-06-24 07:00,30.6
192,柳林,2016-06-24 08:00,9.5
192,柳林,2016-06-24 09:00,6.5
192,柳林,2016-06-24 10:00,4.5
192,柳林,2016-06-24 11:00,3.1
192,柳林,2016-06-24 12:00,10.8
192,柳林,2016-06-24 13:00,.4
192,柳林,2016-06-27 16:00,.1
192,柳林,2016-06-27 17:00,0
192,柳林,2016-06-29 03:00,.9
192,柳林,2016-06-29 04:00,.8
192,柳林,2016-06-29 05:00,0
192,柳林,2016-07-01 08:00,0
192,柳林,2016-07-01 09:00,0
192,柳林,2016-07-01 10:00,.8
192,柳林,2016-07-01 11:00,.3
192,柳林,2016-07-01 12:00,3.8
192,柳林,2016-07-01 13:00,6.3
192,柳林,2016-07-01 14:00,9.8
192,柳林,2016-07-01 15:00,.5
192,柳林,2016-07-01 16:00,3.8
192,柳林,2016-07-01 17:00,4.1
192,柳林,2016-07-01 18:00,6.8
192,柳林,2016-07-01 19:00,2.2
192,柳林,2016-07-01 20:00,.9
192,柳林,2016-07-01 21:00,1.1
192,柳林,2016-07-01 22:00,1.8
192,柳林,2016-07-01 23:00,.9
192,柳林,2016-07-02 04:00,1.6
192,柳林,2016-07-02 05:00,.1
192,柳林,2016-07-02 11:00,0
192,柳林,2016-07-02 13:00,.2
192,柳林,2016-07-02 14:00,1.7
192,柳林,2016-07-02 15:00,4.5
192,柳林,2016-07-02 16:00,3.2
192,柳林,2016-07-02 17:00,2
192,柳林,2016-07-02 18:00,.4
192,柳林,2016-07-02 19:00,.1
192,柳林,2016-07-02 20:00,.1
192,柳林,2016-07-03 04:00,.1
192,柳林,2016-07-03 05:00,.7
192,柳林,2016-07-03 06:00,0
192,柳林,2016-07-03 07:00,0
192,柳林,2016-07-03 10:00,.4
192,柳林,2016-07-03 11:00,3
192,柳林,2016-07-03 12:00,1.3
192,柳林,2016-07-03 13:00,3.3
192,柳林,2016-07-03 14:00,4.4
192,柳林,2016-07-03 15:00,13.1
192,柳林,2016-07-03 16:00,3.8
192,柳林,2016-07-03 17:00,13.3
192,柳林,2016-07-03 18:00,4.5
192,柳林,2016-07-03 19:00,1.2
192,柳林,2016-07-03 20:00,.7
192,柳林,2016-07-03 21:00,1.1
192,柳林,2016-07-03 22:00,2.2
192,柳林,2016-07-03 23:00,.5
192,柳林,2016-07-04 00:00,.2
192,柳林,2016-07-04 01:00,.1
192,柳林,2016-07-04 02:00,.1
192,柳林,2016-07-04 05:00,.1
192,柳林,2016-07-04 07:00,.1
192,柳林,2016-07-04 08:00,.1
192,柳林,2016-07-04 17:00,0
192,柳林,2016-07-05 05:00,0
192,柳林,2016-07-05 06:00,.1
192,柳林,2016-07-05 07:00,0
192,柳林,2016-07-06 09:00,.3
192,柳林,2016-07-06 10:00,8.7
192,柳林,2016-07-06 17:00,.3
192,柳林,2016-07-06 18:00,0
192,柳林,2016-07-11 12:00,.1
192,柳林,2016-07-11 13:00,.1
192,柳林,2016-07-11 14:00,1.2
192,柳林,2016-07-11 15:00,.5
192,柳林,2016-07-11 16:00,.3
192,柳林,2016-07-11 17:00,0
192,柳林,2016-07-11 18:00,0
192,柳林,2016-07-12 08:00,1.3
192,柳林,2016-07-12 09:00,.2
192,柳林,2016-07-12 12:00,0
192,柳林,2016-07-12 13:00,0
192,柳林,2016-07-12 14:00,.2
192,柳林,2016-07-12 15:00,0
192,柳林,2016-07-12 16:00,.5
192,柳林,2016-07-12 21:00,0
192,柳林,2016-07-12 22:00,1.7
192,柳林,2016-07-12 23:00,.3
192,柳林,2016-07-13 00:00,0
192,柳林,2016-07-16 00:00,0
192,柳林,2016-07-16 04:00,.2
192,柳林,2016-07-16 05:00,0
192,柳林,2016-07-16 06:00,.5
192,柳林,2016-07-16 07:00,0
192,柳林,2016-07-16 08:00,0
192,柳林,2016-07-16 09:00,.4
192,柳林,2016-07-16 10:00,1
192,柳林,2016-07-16 11:00,2.2
192,柳林,2016-07-16 12:00,.3
192,柳林,2016-07-16 13:00,.4
192,柳林,2016-07-16 14:00,.1
192,柳林,2016-07-16 15:00,0
192,柳林,2016-07-16 16:00,.4
192,柳林,2016-07-16 17:00,0
192,柳林,2016-07-25 14:00,28.4
192,柳林,2016-07-25 15:00,0
192,柳林,2016-07-31 01:00,0
192,柳林,2016-07-31 16:00,0
192,柳林,2016-08-01 14:00,0
192,柳林,2016-08-01 15:00,1.6
192,柳林,2016-08-01 18:00,0
192,柳林,2016-08-01 19:00,0
192,柳林,2016-08-02 18:00,.2
192,柳林,2016-08-02 19:00,9.5
192,柳林,2016-08-02 20:00,.2
192,柳林,2016-08-02 23:00,.2
192,柳林,2016-08-03 00:00,.1
192,柳林,2016-08-03 01:00,0
192,柳林,2016-08-03 20:00,.3
192,柳林,2016-08-03 21:00,.2
192,柳林,2016-08-03 22:00,0
192,柳林,2016-08-03 23:00,0
192,柳林,2016-08-08 18:00,.2
192,柳林,2016-08-08 19:00,.2
192,柳林,2016-08-08 20:00,0
192,柳林,2016-08-09 17:00,0
192,柳林,2016-08-09 18:00,0
192,柳林,2016-08-15 17:00,10.9
192,柳林,2016-08-15 18:00,.1
192,柳林,2016-08-17 17:00,13.2
192,柳林,2016-08-17 18:00,.7
192,柳林,2016-08-17 19:00,0
192,柳林,2016-08-17 20:00,0
192,柳林,2016-08-17 21:00,0
192,柳林,2016-08-22 21:00,0
192,柳林,2016-08-22 22:00,.2
192,柳林,2016-08-22 23:00,0
192,柳林,2016-08-23 03:00,1.1
192,柳林,2016-08-23 04:00,0
192,柳林,2016-08-23 05:00,0
192,柳林,2016-08-23 12:00,0
192,柳林,2016-08-23 13:00,0
192,柳林,2016-08-26 12:00,.1
192,柳林,2016-08-26 13:00,.8
192,柳林,2016-08-26 14:00,.2
192,柳林,2016-08-26 15:00,.5
192,柳林,2016-08-26 16:00,.8
192,柳林,2016-08-26 17:00,0
192,柳林,2016-08-26 18:00,0
192,柳林,2016-08-26 19:00,.7
192,柳林,2016-08-26 20:00,.1
192,柳林,2016-08-26 21:00,.4
192,柳林,2016-08-26 22:00,.1
192,柳林,2016-08-26 23:00,0
192,柳林,2016-08-27 00:00,.1
192,柳林,2016-08-27 01:00,.1
192,柳林,2016-08-27 02:00,.1
192,柳林,2016-08-27 03:00,0
192,柳林,2016-08-28 01:00,.4
192,柳林,2016-08-28 02:00,1.9
192,柳林,2016-08-28 03:00,4.1
192,柳林,2016-08-28 04:00,3.7
192,柳林,2016-08-28 05:00,3.8
192,柳林,2016-08-28 06:00,3.2
192,柳林,2016-08-28 07:00,1.9
192,柳林,2016-08-28 08:00,2.7
192,柳林,2016-08-28 09:00,2.8
192,柳林,2016-08-28 10:00,3.2
192,柳林,2016-08-28 11:00,.5
192,柳林,2016-08-28 12:00,.9
192,柳林,2016-08-28 13:00,.1
192,柳林,2016-08-28 14:00,.2
192,柳林,2016-08-28 15:00,1.5
192,柳林,2016-08-28 16:00,.7
192,柳林,2016-08-28 17:00,.1
192,柳林,2016-08-29 00:00,.1
192,柳林,2016-08-29 01:00,.1
192,柳林,2016-08-31 06:00,0
192,柳林,2016-09-01 20:00,1.9
192,柳林,2016-09-01 21:00,5.6
192,柳林,2016-09-01 22:00,12.5
192,柳林,2016-09-01 23:00,.7
192,柳林,2016-09-02 00:00,.1
192,柳林,2016-09-02 01:00,.4
192,柳林,2016-09-02 02:00,2.9
192,柳林,2016-09-02 03:00,2.2
192,柳林,2016-09-02 04:00,3.4
192,柳林,2016-09-02 05:00,2.2
192,柳林,2016-09-02 06:00,1.3
192,柳林,2016-09-02 07:00,.5
192,柳林,2016-09-02 08:00,.8
192,柳林,2016-09-02 09:00,4.3
192,柳林,2016-09-02 10:00,7.4
192,柳林,2016-09-02 11:00,7.6
192,柳林,2016-09-02 12:00,5.7
192,柳林,2016-09-02 13:00,5.6
192,柳林,2016-09-02 14:00,4.8
192,柳林,2016-09-02 15:00,1.7
192,柳林,2016-09-02 16:00,4.9
192,柳林,2016-09-02 17:00,3
192,柳林,2016-09-02 18:00,4.4
192,柳林,2016-09-02 19:00,2.1
192,柳林,2016-09-02 20:00,.8
192,柳林,2016-09-02 21:00,8.1
192,柳林,2016-09-02 22:00,.4
192,柳林,2016-09-02 23:00,.8
192,柳林,2016-09-03 00:00,1.1
192,柳林,2016-09-03 01:00,1
192,柳林,2016-09-03 02:00,2.5
192,柳林,2016-09-03 03:00,10.5
192,柳林,2016-09-03 04:00,16.4
192,柳林,2016-09-03 05:00,9.3
192,柳林,2016-09-03 06:00,.6
192,柳林,2016-09-03 07:00,.5
192,柳林,2016-09-03 08:00,.5
192,柳林,2016-09-03 09:00,.1
192,柳林,2016-09-03 10:00,.3
192,柳林,2016-09-03 11:00,2.2
192,柳林,2016-09-03 12:00,.2
192,柳林,2016-09-03 13:00,0
192,柳林,2016-09-03 19:00,0
192,柳林,2016-09-03 20:00,0
192,柳林,2016-09-04 15:00,2.8
192,柳林,2016-09-04 16:00,11.5
192,柳林,2016-09-04 17:00,2.8
192,柳林,2016-09-04 18:00,0
192,柳林,2016-09-05 14:00,0
192,柳林,2016-09-05 15:00,.5
192,柳林,2016-09-05 16:00,0
192,柳林,2016-09-06 18:00,0
192,柳林,2016-09-07 16:00,0
192,柳林,2016-09-07 17:00,0
192,柳林,2016-09-07 18:00,0
192,柳林,2016-09-07 22:00,0
192,柳林,2016-09-07 23:00,0
192,柳林,2016-09-08 00:00,0
192,柳林,2016-09-10 13:00,0
192,柳林,2016-09-10 14:00,1.6
192,柳林,2016-09-10 15:00,0
192,柳林,2016-09-11 22:00,0
192,柳林,2016-09-11 23:00,1
192,柳林,2016-09-12 00:00,.6
192,柳林,2016-09-12 01:00,.4
192,柳林,2016-09-12 02:00,.7
192,柳林,2016-09-12 03:00,1.7
192,柳林,2016-09-12 04:00,.7
192,柳林,2016-09-12 05:00,.4
192,柳林,2016-09-12 06:00,.5
192,柳林,2016-09-12 07:00,.9
192,柳林,2016-09-12 08:00,1.3
192,柳林,2016-09-12 09:00,.9
192,柳林,2016-09-12 10:00,.2
192,柳林,2016-09-12 11:00,.5
192,柳林,2016-09-12 12:00,.3
192,柳林,2016-09-12 13:00,0
192,柳林,2016-09-16 06:00,0
192,柳林,2016-09-16 07:00,.3
192,柳林,2016-09-16 08:00,1
192,柳林,2016-09-16 09:00,.5
192,柳林,2016-09-16 10:00,.5
192,柳林,2016-09-16 11:00,.1
192,柳林,2016-09-16 12:00,.3
192,柳林,2016-09-16 13:00,0
192,柳林,2016-09-16 14:00,0
192,柳林,2016-09-16 21:00,0
192,柳林,2016-09-17 00:00,0
192,柳林,2016-09-17 01:00,3.4
192,柳林,2016-09-17 02:00,5.9
192,柳林,2016-09-17 03:00,4.8
192,柳林,2016-09-17 04:00,15.3
192,柳林,2016-09-17 05:00,4.5
192,柳林,2016-09-17 06:00,1.9
192,柳林,2016-09-17 07:00,2.2
192,柳林,2016-09-17 08:00,8.4
192,柳林,2016-09-17 09:00,12.4
192,柳林,2016-09-17 10:00,14.1
192,柳林,2016-09-17 11:00,26.9
192,柳林,2016-09-17 12:00,10.2
192,柳林,2016-09-17 13:00,7.1
192,柳林,2016-09-17 14:00,3.3
192,柳林,2016-09-17 15:00,1
192,柳林,2016-09-17 16:00,6.7
192,柳林,2016-09-17 17:00,3.8
192,柳林,2016-09-17 18:00,.4
192,柳林,2016-09-17 19:00,5.4
192,柳林,2016-09-17 20:00,.5
192,柳林,2016-09-17 21:00,3.1
192,柳林,2016-09-17 22:00,19
192,柳林,2016-09-17 23:00,10.3
192,柳林,2016-09-18 00:00,3.9
192,柳林,2016-09-18 01:00,1.1
192,柳林,2016-09-18 02:00,.6
192,柳林,2016-09-18 03:00,.5
192,柳林,2016-09-18 04:00,1
192,柳林,2016-09-18 05:00,.7
192,柳林,2016-09-18 06:00,.1
192,柳林,2016-09-18 07:00,0
192,柳林,2016-09-18 08:00,.2
192,柳林,2016-09-18 09:00,.1
192,柳林,2016-09-18 10:00,.1
192,柳林,2016-09-18 11:00,0
192,柳林,2016-09-18 17:00,.1
192,柳林,2016-09-18 18:00,0
192,柳林,2016-09-19 00:00,0
192,柳林,2016-09-19 04:00,0
192,柳林,2016-09-26 16:00,2.1
192,柳林,2016-09-26 17:00,.2
192,柳林,2016-09-26 19:00,.3
192,柳林,2016-09-26 20:00,1
192,柳林,2016-09-26 21:00,0
192,柳林,2016-09-26 23:00,.1
192,柳林,2016-09-27 00:00,.1
192,柳林,2016-09-28 01:00,0
192,柳林,2016-09-28 03:00,0
192,柳林,2016-09-28 09:00,0
192,柳林,2016-09-28 10:00,.2
192,柳林,2016-09-28 11:00,0
192,柳林,2016-09-28 12:00,.7
192,柳林,2016-09-28 13:00,2.1
192,柳林,2016-09-28 14:00,5.2
192,柳林,2016-09-28 15:00,1.7
192,柳林,2016-09-28 16:00,1.7
192,柳林,2016-09-28 17:00,.8
192,柳林,2016-09-28 18:00,.6
192,柳林,2016-09-28 19:00,.7
192,柳林,2016-09-28 20:00,2.8
192,柳林,2016-09-28 21:00,.1
192,柳林,2016-09-28 22:00,.1
192,柳林,2016-09-29 04:00,.4
192,柳林,2016-09-29 05:00,1
192,柳林,2016-09-29 06:00,.8
192,柳林,2016-09-29 07:00,.3
192,柳林,2016-09-29 08:00,.1
192,柳林,2016-09-29 09:00,.4
192,柳林,2016-09-29 10:00,.7
192,柳林,2016-09-29 11:00,.1
192,柳林,2016-09-29 12:00,0
192,柳林,2016-09-29 13:00,.1
